project_id,community_id,community_size
3786237,0,186
380971085,0,186
38279790,4,134
38307428,2,165
38373338,3,153
38488726,0,186
38505249,17,5
385356389,3,153
385634291,1,169
38581626,8,35
38744670,11,27
38829639,4,134
388946490,4,134
389256017,2,165
38973038,7,49
39062978,0,186
391153869,0,186
39176169,2,165
39283837,4,134
393235957,2,165
393288578,1,169
393499763,6,86
394028369,6,86
39443258,6,86
39464018,4,134
39468142,12,20
39519916,8,35
39527318,2,165
396856161,1,169
396867188,0,186
397996130,11,27
398164186,1,169
39840932,3,153
39874513,1,169
39907649,1,169
401850253,2,165
402945349,6,86
40395126,11,27
40539602,2,165
407242578,5,101
40736127,8,35
410442633,3,153
41058054,6,86
411318591,2,165
411979983,18,4
412132838,2,165
412240914,5,101
41349039,14,13
41473746,13,17
416231913,1,169
41632796,1,169
4164482,6,86
41986369,1,169
420777439,2,165
420965027,2,165
421101922,1,169
422821402,1,169
423907006,1,169
4254338,9,28
42685794,5,101
429630067,6,86
433273516,5,101
43441403,6,86
434708679,17,5
435375021,4,134
436236826,2,165
436551874,6,86
436912897,4,134
438112499,1,169
438419937,3,153
438518303,1,169
440338104,2,165
4407129,3,153
441299511,5,101
442405131,4,134
442430,4,134
442441933,2,165
444345682,2,165
445340244,0,186
4463453,2,165
44662669,2,165
447060287,2,165
44781140,11,27
449091292,5,101
449924556,18,4
450439333,12,20
45226685,1,169
452337765,7,49
4524181,4,134
453068084,2,165
453191009,14,13
45423600,4,134
4542716,7,49
45446294,1,169
454981666,1,169
456549280,3,153
45721011,2,165
45732002,0,186
458058,1,169
459025965,2,165
4604367,0,186
46089560,2,165
462329984,4,134
46234189,16,5
46291330,1,169
46394186,1,169
467151498,1,169
467355866,2,165
467580471,3,153
468576060,3,153
470569742,1,169
471621386,13,17
473235285,10,28
473555568,1,169
47371310,5,101
476372928,4,134
47671127,3,153
477896448,3,153
478288303,2,165
47848761,2,165
47973088,0,186
480217156,2,165
480401263,1,169
48617634,4,134
487009502,3,153
48714685,4,134
48833910,1,169
488802963,8,35
490359003,5,101
49086513,3,153
49244766,0,186
49401134,3,153
49401416,5,101
49412556,5,101
49442815,7,49
4950187,0,186
496505424,2,165
49662222,0,186
49670957,0,186
496817075,5,101
49876476,0,186
498785517,2,165
501159254,2,165
50140860,0,186
501687,9,28
501776658,5,101
50229487,7,49
50370190,0,186
50387722,3,153
50565430,6,86
50594316,8,35
50647838,3,153
507775,9,28
507829396,1,169
50874442,11,27
50904245,7,49
509092193,0,186
5092588,2,165
509396909,3,153
5099453,7,49
510375115,2,165
510607652,6,86
511030127,4,134
511691380,3,153
512901698,2,165
513208282,6,86
513542067,3,153
5152285,7,49
515881221,6,86
515951203,2,165
51620247,1,169
516821813,3,153
5174103,4,134
518164214,2,165
518574859,2,165
51905353,6,86
520096046,9,28
52034309,1,169
520455244,18,4
52115335,2,165
521438915,2,165
52300938,3,153
523043277,3,153
52420005,3,153
52425435,5,101
52507351,0,186
525526295,10,28
526908111,3,153
527526335,2,165
528342545,13,17
52855516,12,20
528766495,8,35
529504107,6,86
530754347,7,49
53292445,1,169
53311716,1,169
534354967,5,101
5349565,4,134
53548867,2,165
53628424,1,169
53757700,5,101
537800,12,20
53954979,6,86
54005538,7,49
542714,2,165
543276238,6,86
54412018,10,28
54503347,13,17
546206616,3,153
548730031,4,134
549230701,10,28
54980593,8,35
55072677,2,165
55077261,5,101
551076626,4,134
551374215,3,153
55185530,3,153
552661142,3,153
554411496,3,153
55626935,3,153
5569059,10,28
558374870,2,165
559669561,4,134
559857046,4,134
560704231,3,153
56128733,4,134
561964390,3,153
56342508,2,165
56353740,4,134
56420035,1,169
564623768,3,153
56550961,6,86
5663857,0,186
56729247,0,186
567634,0,186
5682770,3,153
5683653,15,9
56894212,0,186
569041,3,153
569267,1,169
5695907,0,186
571342238,6,86
57160728,2,165
571929,2,165
57333709,1,169
573483804,17,5
57401138,3,153
574428026,3,153
574588439,3,153
574694308,17,5
574877,0,186
5757735,0,186
5761553,6,86
57912964,1,169
57920736,5,101
581145740,3,153
58132544,3,153
58146669,4,134
5839692,0,186
5844474,2,165
584946477,6,86
5870069,3,153
58707550,2,165
58821882,1,169
5909706,2,165
59526988,1,169
596892,14,13
598342280,3,153
599173337,1,169
60075331,4,134
60111626,0,186
60188025,6,86
60246359,3,153
60377070,12,20
605020435,3,153
605938979,6,86
606125384,0,186
606433492,3,153
607289185,10,28
607441698,3,153
607721298,2,165
608906465,4,134
609056915,6,86
6093316,10,28
60977924,0,186
61153677,2,165
613723,12,20
6148317,1,169
61524054,1,169
61567949,1,169
618492,2,165
619008516,3,153
6207167,0,186
62117812,0,186
621929252,2,165
62350380,5,101
624131986,3,153
6247705,10,28
627720881,2,165
627774285,1,169
627846703,2,165
628503457,3,153
628739599,3,153
6296790,0,186
63044524,4,134
631805185,7,49
63375710,6,86
63421322,3,153
635073227,2,165
63537249,6,86
6358188,0,186
635979215,1,169
63625434,1,169
63749548,0,186
63809205,3,153
638739649,6,86
639046841,3,153
639434928,10,28
63995402,1,169
6427744,2,165
644742603,11,27
6452529,12,20
646423,2,165
6503675,1,169
65214191,3,153
654024495,2,165
65430363,2,165
65600975,9,28
658518,15,9
65987043,0,186
66030306,7,49
660776503,3,153
661663226,17,5
66311167,0,186
664452562,6,86
664816265,1,169
6650539,10,28
66509131,1,169
66737655,1,169
668673665,0,186
669011066,5,101
67006105,2,165
67305738,2,165
6731432,16,5
67372977,11,27
6742151,4,134
6765281,0,186
67793333,1,169
678214856,3,153
67836789,5,101
679889516,4,134
680247452,11,27
6818061,0,186
68181694,4,134
682834027,7,49
68294628,5,101
68312233,6,86
6838921,1,169
68465360,8,35
68964263,1,169
6934395,4,134
69857712,2,165
69940348,0,186
7004897,1,169
70107786,3,153
70352157,5,101
7035651,4,134
7056202,4,134
70676032,2,165
7083240,0,186
7083242,1,169
71133469,16,5
714074,10,28
714809540,7,49
715605,0,186
7170058,3,153
71823870,6,86
71948498,2,165
724712,2,165
72700804,4,134
7276954,4,134
72889410,9,28
731515911,4,134
73235061,0,186
73561616,5,101
7357595,3,153
735981,0,186
74106774,2,165
7437073,0,186
745749,15,9
7502247,0,186
75104123,10,28
75425073,4,134
7561862,1,169
75744278,1,169
75821432,3,153
7613257,8,35
76214676,5,101
7634677,3,153
76474200,4,134
7691631,14,13
76978254,2,165
7730829,8,35
77338532,2,165
77385607,0,186
779570,0,186
78234185,1,169
7823926,1,169
782679,0,186
78678862,3,153
78870047,3,153
790938,12,20
791522,12,20
79188507,1,169
79317191,6,86
7939844,3,153
79874569,5,101
79901405,9,28
79954708,1,169
80087836,14,13
8039659,0,186
80964373,2,165
81227005,3,153
81355383,1,169
81384578,2,165
81598961,3,153
81810486,4,134
82552640,2,165
82580,3,153
832680,0,186
8397993,1,169
84088596,12,20
84240850,11,27
84458512,0,186
84517704,13,17
84983058,5,101
85069480,1,169
8507859,6,86
8514,1,169
85504501,0,186
85795396,0,186
858127,4,134
86367047,9,28
865412,2,165
86868560,6,86
86870924,4,134
87358441,5,101
87414843,3,153
87859908,0,186
8804093,4,134
88674404,1,169
88956492,1,169
88962042,0,186
89145566,5,101
89943162,4,134
90299507,3,153
90506918,9,28
90541149,3,153
9074548,0,186
90796663,10,28
90821930,2,165
908607,4,134
91074692,6,86
91151442,2,165
911980,3,153
9120526,6,86
91218588,2,165
9155431,3,153
9156682,7,49
91593042,16,5
91715647,8,35
91837954,0,186
91860126,2,165
92329433,1,169
92569428,1,169
927442,11,27
9283927,4,134
9290699,4,134
92969352,13,17
931135,0,186
93163073,14,13
93290292,4,134
9342529,9,28
9384267,9,28
94262864,5,101
9433979,2,165
9454675,3,153
94593596,1,169
94702898,5,101
94911145,0,186
95084858,4,134
95098170,1,169
95143992,11,27
9524057,11,27
95247959,0,186
95614931,15,9
95817032,11,27
95902102,5,101
96004375,1,169
961036,0,186
96237042,1,169
96382888,5,101
96431386,3,153
96570421,6,86
97316835,5,101
97518356,4,134
97753277,0,186
9801644,9,28
98346885,8,35
991475,6,86
997338,8,35
99919302,6,86
