project_id,dimension,dimension_value,count,within_project_share
5349565,target_entity_type,PullRequest,1339,0.16621151936444886
5349565,target_entity_type,PullRequestReview,5,0.0006206554121151937
5349565,target_entity_type,PullRequestReviewComment,14,0.001737835153922542
5349565,target_entity_type,Release,3,0.0003723932472691162
5349565,target_entity_type,Repo,173,0.0214746772591857
5349565,target_entity_type,Tag,1,0.00012413108242303873
546206616,target_entity_type,Branch,10,0.0022119000221190004
546206616,target_entity_type,Branch_Tag_GHDir,11,0.0024330900243309003
546206616,target_entity_type,Commit,81,0.017916390179163903
546206616,target_entity_type,GitHub_Files_FileChanges,304,0.0672417606724176
546206616,target_entity_type,GitHub_GenSer_Other_Links,211,0.046671090466710904
546206616,target_entity_type,Issue,671,0.14841849148418493
546206616,target_entity_type,IssueComment,46,0.0101747401017474
546206616,target_entity_type,PullRequest,2657,0.5877018358770184
546206616,target_entity_type,PullRequestReview,1,0.00022119000221190003
546206616,target_entity_type,PullRequestReviewComment,6,0.0013271400132714001
546206616,target_entity_type,Release,3,0.0006635700066357001
546206616,target_entity_type,Repo,520,0.115018801150188
60246359,target_entity_type,Branch,6,0.00011230276826323769
60246359,target_entity_type,Branch_Tag_GHDir,46,0.0008609878900181557
60246359,target_entity_type,Commit,5304,0.09927564714470212
60246359,target_entity_type,GitHub_Files_FileChanges,1842,0.034476949856813974
60246359,target_entity_type,GitHub_GenSer_Other_Links,849,0.015890841709248132
60246359,target_entity_type,Gollum,8,0.0001497370243509836
60246359,target_entity_type,Issue,4540,0.08497576131918319
60246359,target_entity_type,IssueComment,448,0.00838527336365508
60246359,target_entity_type,PullRequest,39845,0.7457839669081177
60246359,target_entity_type,PullRequestReview,4,7.48685121754918e-05
60246359,target_entity_type,PullRequestReviewComment,115,0.002152469725045389
60246359,target_entity_type,Release,55,0.0010294420424130121
60246359,target_entity_type,Repo,359,0.006719448967750389
60246359,target_entity_type,Tag,6,0.00011230276826323769
60377070,target_entity_type,Branch_Tag_GHDir,36,0.004862893421585844
60377070,target_entity_type,Commit,165,0.022288261515601784
60377070,target_entity_type,GitHub_Files_FileChanges,96,0.012967715790895583
60377070,target_entity_type,GitHub_GenSer_Other_Links,240,0.03241928947723896
60377070,target_entity_type,Gollum,11,0.0014858841010401188
60377070,target_entity_type,Issue,80,0.01080642982574632
60377070,target_entity_type,IssueComment,3,0.00040524111846548696
60377070,target_entity_type,PullRequest,6740,0.9104417128191273
60377070,target_entity_type,Release,4,0.0005403214912873159
60377070,target_entity_type,Repo,28,0.0037822504390112115
6838921,target_entity_type,Branch,7,0.001490947816826411
6838921,target_entity_type,Branch_Tag_GHDir,37,0.007880724174653887
6838921,target_entity_type,Commit,116,0.02470713525026624
6838921,target_entity_type,GitHub_Files_FileChanges,668,0.1422790202342918
6838921,target_entity_type,GitHub_GenSer_Other_Links,527,0.11224707135250266
6838921,target_entity_type,Gollum,2,0.0004259850905218317
6838921,target_entity_type,Issue,479,0.1020234291799787
6838921,target_entity_type,IssueComment,72,0.015335463258785943
6838921,target_entity_type,PullRequest,2233,0.47561235356762516
6838921,target_entity_type,PullRequestReview,5,0.0010649627263045794
6838921,target_entity_type,PullRequestReviewComment,13,0.0027689030883919063
6838921,target_entity_type,Release,11,0.0023429179978700747
6838921,target_entity_type,Repo,521,0.11096911608093717
6838921,target_entity_type,Tag,4,0.0008519701810436634
7437073,target_entity_type,Branch,1,0.0010070493454179255
7437073,target_entity_type,Branch_Tag_GHDir,11,0.011077542799597181
7437073,target_entity_type,Commit,17,0.017119838872104734
7437073,target_entity_type,GitHub_Files_FileChanges,178,0.17925478348439072
7437073,target_entity_type,GitHub_GenSer_Other_Links,220,0.2215508559919436
7437073,target_entity_type,Issue,147,0.14803625377643503
7437073,target_entity_type,IssueComment,9,0.00906344410876133
7437073,target_entity_type,PullRequest,227,0.22860020140986909
7437073,target_entity_type,PullRequestReviewComment,1,0.0010070493454179255
7437073,target_entity_type,Repo,182,0.18328298086606243
75425073,target_entity_type,Branch,1,0.0001905850962454736
75425073,target_entity_type,Branch_Tag_GHDir,2,0.0003811701924909472
75425073,target_entity_type,Commit,18,0.003430531732418525
75425073,target_entity_type,GitHub_Files_FileChanges,218,0.04154755098151325
75425073,target_entity_type,GitHub_GenSer_Other_Links,116,0.02210787116447494
75425073,target_entity_type,Gollum,1,0.0001905850962454736
75425073,target_entity_type,Issue,397,0.07566228320945302
75425073,target_entity_type,IssueComment,7,0.0013340956737183153
75425073,target_entity_type,PullRequest,3823,0.7286068229464456
75425073,target_entity_type,Release,2,0.0003811701924909472
75425073,target_entity_type,Repo,662,0.12616733371450353
77385607,target_entity_type,Branch,9,0.0016784781797836627
77385607,target_entity_type,Branch_Tag_GHDir,3,0.0005594927265945542
77385607,target_entity_type,Commit,985,0.18370011189854532
77385607,target_entity_type,CommitComment,3,0.0005594927265945542
77385607,target_entity_type,GitHub_Files_FileChanges,321,0.05986572174561731
77385607,target_entity_type,GitHub_GenSer_Other_Links,2226,0.4151436031331593
77385607,target_entity_type,Gollum,3,0.0005594927265945542
77385607,target_entity_type,Issue,468,0.08728086534875047
77385607,target_entity_type,IssueComment,32,0.005967922417008579
77385607,target_entity_type,PullRequest,427,0.07963446475195822
77385607,target_entity_type,PullRequestReviewComment,8,0.0014919806042521448
77385607,target_entity_type,Release,3,0.0005594927265945542
77385607,target_entity_type,Repo,874,0.16299888101454682
84240850,target_entity_type,Branch,5,0.0008020532563362208
84240850,target_entity_type,Branch_Tag_GHDir,2,0.0003208213025344883
84240850,target_entity_type,Commit,542,0.08694257298684632
84240850,target_entity_type,GitHub_Files_FileChanges,153,0.024542829643888354
84240850,target_entity_type,GitHub_GenSer_Other_Links,232,0.03721527109400064
84240850,target_entity_type,Issue,1135,0.1820660891883221
84240850,target_entity_type,IssueComment,21,0.003368623676612127
84240850,target_entity_type,PullRequest,3536,0.5672120628809753
84240850,target_entity_type,PullRequestReview,3,0.00048123195380173246
84240850,target_entity_type,PullRequestReviewComment,8,0.0012832852101379532
84240850,target_entity_type,Release,5,0.0008020532563362208
84240850,target_entity_type,Repo,588,0.09432146294513956
84240850,target_entity_type,Tag,4,0.0006416426050689766
911980,target_entity_type,Branch,2,0.00032216494845360824
911980,target_entity_type,Branch_Tag_GHDir,20,0.0032216494845360823
911980,target_entity_type,Commit,1219,0.19635953608247422
911980,target_entity_type,GitHub_Files_FileChanges,294,0.04735824742268041
911980,target_entity_type,GitHub_GenSer_Other_Links,37,0.005960051546391752
911980,target_entity_type,Gollum,14,0.0022551546391752575
911980,target_entity_type,Issue,3810,0.6137242268041238
911980,target_entity_type,IssueComment,40,0.006443298969072165
911980,target_entity_type,PullRequest,676,0.10889175257731959
911980,target_entity_type,PullRequestReview,1,0.00016108247422680412
911980,target_entity_type,PullRequestReviewComment,36,0.005798969072164949
911980,target_entity_type,Release,13,0.0020940721649484535
911980,target_entity_type,Repo,43,0.006926546391752577
911980,target_entity_type,Tag,3,0.0004832474226804124
9342529,target_entity_type,Branch_Tag_GHDir,8,0.0012749003984063745
9342529,target_entity_type,Commit,2080,0.3314741035856574
9342529,target_entity_type,GitHub_Files_FileChanges,273,0.04350597609561753
9342529,target_entity_type,GitHub_GenSer_Other_Links,42,0.006693227091633466
9342529,target_entity_type,Gollum,24,0.0038247011952191236
9342529,target_entity_type,Issue,1664,0.2651792828685259
9342529,target_entity_type,IssueComment,67,0.010677290836653386
9342529,target_entity_type,PullRequest,1895,0.30199203187250995
9342529,target_entity_type,PullRequestReview,4,0.0006374501992031873
9342529,target_entity_type,PullRequestReviewComment,122,0.01944223107569721
9342529,target_entity_type,Release,72,0.011474103585657371
9342529,target_entity_type,Repo,23,0.0036653386454183266
9342529,target_entity_type,Tag,1,0.00015936254980079682
95614931,target_entity_type,Branch_Tag_GHDir,7,0.002559414990859232
95614931,target_entity_type,Commit,170,0.062157221206581355
95614931,target_entity_type,GitHub_Files_FileChanges,1639,0.5992687385740402
95614931,target_entity_type,GitHub_GenSer_Other_Links,98,0.035831809872029254
95614931,target_entity_type,Issue,576,0.2106032906764168
95614931,target_entity_type,IssueComment,17,0.006215722120658135
95614931,target_entity_type,PullRequest,178,0.06508226691042047
95614931,target_entity_type,Release,2,0.0007312614259597807
95614931,target_entity_type,Repo,48,0.017550274223034734
