metric,rank,value,cdf,ccdf
directed_cross_project_edge_weight,220,1,0.022904737116085372,0.9771993753253514
directed_cross_project_edge_weight,221,1,0.023008849557522124,0.9770952628839146
directed_cross_project_edge_weight,222,1,0.023112961998958875,0.9769911504424779
directed_cross_project_edge_weight,223,1,0.023217074440395627,0.9768870380010412
directed_cross_project_edge_weight,224,1,0.02332118688183238,0.9767829255596043
directed_cross_project_edge_weight,225,1,0.02342529932326913,0.9766788131181676
directed_cross_project_edge_weight,226,1,0.023529411764705882,0.9765747006767309
directed_cross_project_edge_weight,227,1,0.023633524206142634,0.9764705882352941
directed_cross_project_edge_weight,228,1,0.023737636647579385,0.9763664757938574
directed_cross_project_edge_weight,229,1,0.023841749089016137,0.9762623633524206
directed_cross_project_edge_weight,230,1,0.02394586153045289,0.9761582509109838
directed_cross_project_edge_weight,231,1,0.02404997397188964,0.9760541384695471
directed_cross_project_edge_weight,232,1,0.024154086413326392,0.9759500260281103
directed_cross_project_edge_weight,233,1,0.024258198854763144,0.9758459135866736
directed_cross_project_edge_weight,234,1,0.024362311296199896,0.9757418011452369
directed_cross_project_edge_weight,235,1,0.024466423737636647,0.9756376887038001
directed_cross_project_edge_weight,236,1,0.0245705361790734,0.9755335762623634
directed_cross_project_edge_weight,237,1,0.02467464862051015,0.9754294638209265
directed_cross_project_edge_weight,238,1,0.024778761061946902,0.9753253513794898
directed_cross_project_edge_weight,239,1,0.024882873503383654,0.9752212389380531
directed_cross_project_edge_weight,240,1,0.024986985944820406,0.9751171264966163
directed_cross_project_edge_weight,241,1,0.025091098386257157,0.9750130140551796
directed_cross_project_edge_weight,242,1,0.02519521082769391,0.9749089016137429
directed_cross_project_edge_weight,243,1,0.02529932326913066,0.9748047891723061
directed_cross_project_edge_weight,244,1,0.025403435710567412,0.9747006767308694
directed_cross_project_edge_weight,245,1,0.025507548152004164,0.9745965642894325
directed_cross_project_edge_weight,246,1,0.025611660593440916,0.9744924518479958
directed_cross_project_edge_weight,247,1,0.025715773034877668,0.9743883394065591
directed_cross_project_edge_weight,248,1,0.02581988547631442,0.9742842269651223
directed_cross_project_edge_weight,249,1,0.02592399791775117,0.9741801145236856
directed_cross_project_edge_weight,250,1,0.026028110359187923,0.9740760020822489
directed_cross_project_edge_weight,251,1,0.026132222800624674,0.973971889640812
directed_cross_project_edge_weight,252,1,0.026236335242061426,0.9738677771993753
directed_cross_project_edge_weight,253,1,0.026340447683498178,0.9737636647579385
directed_cross_project_edge_weight,254,1,0.02644456012493493,0.9736595523165018
directed_cross_project_edge_weight,255,1,0.02654867256637168,0.9735554398750651
directed_cross_project_edge_weight,256,1,0.026652785007808433,0.9734513274336283
directed_cross_project_edge_weight,257,1,0.026756897449245184,0.9733472149921916
directed_cross_project_edge_weight,258,1,0.026861009890681936,0.9732431025507549
directed_cross_project_edge_weight,259,1,0.026965122332118688,0.973138990109318
directed_cross_project_edge_weight,260,1,0.02706923477355544,0.9730348776678813
directed_cross_project_edge_weight,261,1,0.02717334721499219,0.9729307652264445
directed_cross_project_edge_weight,262,1,0.027277459656428943,0.9728266527850078
directed_cross_project_edge_weight,263,1,0.027381572097865695,0.9727225403435711
directed_cross_project_edge_weight,264,1,0.027485684539302446,0.9726184279021343
