DBMS_urnform,DBMS_common_name,snapshot_month,repo_state,github_repo_id,github_repo_link,open_source_license,open_source_license_state,manu_labeled_flag,match_state
elassandra,Elassandra,202406,VALID_NUMERIC_REPO_ID,41209174,strapdata/elassandra,Y,ELIGIBLE,Y_auto,Y_Single
elassandra,Elassandra,202407,VALID_NUMERIC_REPO_ID,41209174,strapdata/elassandra,Y,ELIGIBLE,Y_auto,Y_Single
elassandra,Elassandra,202408,VALID_NUMERIC_REPO_ID,41209174,strapdata/elassandra,Y,ELIGIBLE,Y_auto,Y_Single
elassandra,Elassandra,202409,VALID_NUMERIC_REPO_ID,41209174,strapdata/elassandra,Y,ELIGIBLE,Y_auto,Y_Single
elassandra,Elassandra,202410,VALID_NUMERIC_REPO_ID,41209174,strapdata/elassandra,Y,ELIGIBLE,Y_auto,Y_Single
elasticsearch,Elasticsearch,202401,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202402,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202403,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202404,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202405,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202406,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202407,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202408,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202409,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elasticsearch,Elasticsearch,202410,VALID_NUMERIC_REPO_ID,507775,elastic/elasticsearch,Y,ELIGIBLE,Y_auto,Normal
elephantdb,ElephantDB,202401,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202402,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202403,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202404,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202405,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202406,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202407,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202408,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202409,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elephantdb,ElephantDB,202410,VALID_NUMERIC_REPO_ID,1372117,nathanmarz/elephantdb,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202401,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202402,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202403,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202404,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202405,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202406,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202407,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202408,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202409,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
elevator,Elevator,202410,VALID_NUMERIC_REPO_ID,4211523,oleiade/Elevator,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202401,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202402,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202403,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202404,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202405,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202406,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202407,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202408,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202409,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
eliasdb,EliasDB,202410,VALID_NUMERIC_REPO_ID,65619619,krotik/eliasdb,Y,ELIGIBLE,Y_auto,X_Single
elliptics,Elliptics,202401,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202402,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202403,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202404,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202405,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202406,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202407,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202408,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202409,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
elliptics,Elliptics,202410,VALID_NUMERIC_REPO_ID,4712089,reverbrain/elliptics,Y,ELIGIBLE,Y_auto,Normal
endatabas,Endatabas,202401,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202402,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202403,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202404,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202405,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202406,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202407,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202408,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202409,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
endatabas,Endatabas,202410,VALID_NUMERIC_REPO_ID,587246478,endatabas/endb,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202401,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202402,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202403,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202404,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202405,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202406,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202407,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202408,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202409,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
engula,Engula,202410,VALID_NUMERIC_REPO_ID,393005910,engula/engula,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202401,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202402,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202403,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202404,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202405,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202406,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202407,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202408,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202409,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
ennodb,EnnoDB,202410,VALID_NUMERIC_REPO_ID,6768410,badgerman/ennodb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202401,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202402,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202403,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202404,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202405,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202406,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202407,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202408,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202409,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
epsilla,Epsilla,202410,VALID_NUMERIC_REPO_ID,664133375,epsilla-cloud/vectordb,Y,ELIGIBLE,Y_auto,X_Single
etcd,etcd,202401,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202402,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202403,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202404,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202405,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202406,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202407,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202408,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202409,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
etcd,etcd,202410,VALID_NUMERIC_REPO_ID,11225014,etcd-io/etcd,Y,ELIGIBLE,Y_auto,Normal
euclidesdb,EuclidesDB,202401,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202402,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202403,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202404,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202405,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202406,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202407,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202408,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202409,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidesdb,EuclidesDB,202410,VALID_NUMERIC_REPO_ID,156942199,perone/euclidesdb,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202401,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202402,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202403,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202404,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202405,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202406,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202407,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202408,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202409,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
euclidolap,EuclidOLAP,202410,VALID_NUMERIC_REPO_ID,534109388,EuclidOLAP/EuclidOLAP,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202401,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202402,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202403,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202404,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202405,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202406,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202407,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202408,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202409,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
eva-db,EVA DB,202410,VALID_NUMERIC_REPO_ID,148087762,georgia-tech-db/eva,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202401,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202402,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202403,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202404,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202405,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202406,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202407,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202408,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202409,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
evcache,EVCache,202410,VALID_NUMERIC_REPO_ID,8103021,Netflix/EVCache,Y,ELIGIBLE,Y_auto,X_Single
event-store,Event Store,202401,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202402,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202403,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202404,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202405,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202406,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202407,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202408,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202409,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
event-store,Event Store,202410,VALID_NUMERIC_REPO_ID,5844474,EventStore/EventStore,Y,ELIGIBLE,Y,Fuzzy:Normal
eventql,EventQL,202401,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202402,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202403,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202404,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202405,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202406,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202407,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202408,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202409,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
eventql,EventQL,202410,VALID_NUMERIC_REPO_ID,59475316,eventql/eventql,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202401,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202402,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202403,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202404,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202405,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202406,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202407,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202408,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202409,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
evitadb,evitaDB,202410,VALID_NUMERIC_REPO_ID,605189726,FgForrest/evitaDB,Y,ELIGIBLE,Y_auto,X_Single
exist-db,eXist-db,202401,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202402,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202403,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202404,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202405,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202406,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202407,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202408,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202409,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
exist-db,eXist-db,202410,VALID_NUMERIC_REPO_ID,11695619,eXist-db/exist,Y,ELIGIBLE,Y_auto,Normal
extensible-storage-engine,Extensible Storage Engine,202401,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202402,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202403,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202404,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202405,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202406,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202407,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202408,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202409,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
extensible-storage-engine,Extensible Storage Engine,202410,VALID_NUMERIC_REPO_ID,331747853,microsoft/Extensible-Storage-Engine,Y,ELIGIBLE,Y_auto,X_Single
eyedb,EyeDB,202401,VALID_NUMERIC_REPO_ID,145843258,eyedb/eyedb,Y,ELIGIBLE,Y_auto,X_Single
eyedb,EyeDB,202402,VALID_NUMERIC_REPO_ID,145843258,eyedb/eyedb,Y,ELIGIBLE,Y_auto,X_Single
