project_id,community_id,community_size
26002040,7,165
26039547,2,3
2604249,9,186
2606873,5,86
260749683,5,86
26255337,3,5
263442622,12,28
263463271,0,35
263727855,5,86
263991304,0,35
26459635,2,3
2649214,4,4
2651432,3,5
265902625,3,5
266444815,4,4
266515876,3,5
26658897,0,35
26731785,5,86
267482252,2,3
268163609,5,86
26850443,13,27
269073533,1,134
26983101,3,5
2700147,11,17
2700159,0,35
27051771,1,134
270858421,3,5
27096595,1,134
27146054,1,134
27193779,4,4
2744972,10,169
27483832,1,134
27522241,1,134
27522247,6,28
27522271,6,28
27522282,1,134
27522295,10,169
2752522,0,35
27549019,4,4
2755696,6,28
27576132,1,134
276042304,5,86
276293034,11,17
277186121,5,86
27729880,1,134
27729907,1,134
27729926,0,35
27790789,4,4
27890669,5,86
27954927,0,35
280428986,5,86
28061676,11,17
28233924,1,134
283187,0,35
28330263,2,3
283325,0,35
28352089,1,134
28366058,14,49
286108332,1,134
286301447,9,186
286973214,2,3
28710753,8,13
28738447,0,35
287743349,0,35
2883574,5,86
288485773,13,27
288487894,13,27
2888818,4,4
289034413,1,134
28992330,0,35
290227969,15,153
29102367,0,35
291675222,2,3
29197565,2,3
29261473,3,5
2928948,7,165
29326047,5,86
2944302,8,13
295544240,5,86
295810364,2,3
296296855,3,5
296977951,5,86
29759715,3,5
298328,0,35
29849956,10,169
298565987,13,27
298763623,2,3
2988730,0,35
298920362,0,35
2992074,2,3
299220196,2,3
29923817,0,35
299510783,5,86
30062547,5,86
30072532,0,35
300752838,10,169
301573344,0,35
301727732,5,86
301742,11,17
302322,7,165
302670797,6,28
302827809,2,3
3037907,0,35
3038937,4,4
30405191,2,3
30449481,10,169
304537599,1,134
305438763,3,5
305468604,2,3
305513242,3,5
3060959,14,49
30618733,4,4
30667298,2,3
30676648,0,35
306769011,13,27
307213173,3,5
30753733,3,5
308027791,2,3
30828052,1,134
30945132,4,4
309512982,0,35
31006158,7,165
310302823,0,35
310611,0,35
31180321,6,28
31197250,6,28
31261793,0,35
31288958,1,134
31315021,8,13
31315121,5,86
31339163,4,4
315538318,1,134
315885410,2,3
31629751,6,28
316556151,0,35
316690542,3,5
3168225,1,134
31728565,2,3
31792824,9,186
317940258,11,17
31830551,2,3
31933589,4,4
31976266,0,35
31986253,5,86
32097112,7,165
3211618,5,86
32184830,7,165
321853986,4,4
32193707,2,3
32238354,10,169
32246828,0,35
323231688,2,3
323389945,3,5
32363061,5,86
323830219,7,165
324754415,5,86
32538871,7,165
326269244,2,3
32741886,6,28
32873313,3,5
329445418,2,3
330600696,2,3
330622921,3,5
3320710,2,3
33258973,12,28
33352201,1,134
333867901,7,165
334164334,3,5
334274271,7,165
33440467,4,4
335164964,2,3
335342,7,165
336739753,2,3
3370128,0,35
33745913,0,35
33753632,4,4
33816473,0,35
33832372,5,86
338640454,5,86
33880218,4,4
33880730,8,13
33884891,4,4
339993112,1,134
34007506,0,35
3407114,0,35
341374920,7,165
34139230,2,3
341631350,7,165
3432266,0,35
343576900,3,5
343853530,4,4
34414315,4,4
344711168,1,134
34533675,0,35
34685800,0,35
346976717,15,153
347277349,2,3
348845699,4,4
349627612,3,5
35144191,4,4
351806852,2,3
35197979,4,4
354090893,7,165
35440404,4,4
356069432,4,4
35697158,0,35
35697461,0,35
35697550,10,169
35698342,0,35
35699223,0,35
35700771,4,4
357284448,2,3
357707809,5,86
35823699,1,134
358917250,2,3
358917318,2,3
35894511,5,86
359952601,11,17
363150,0,35
363245888,5,86
36439741,3,5
36502,11,17
365244061,9,186
36653430,1,134
367261349,2,3
367429065,1,134
3678731,4,4
36817457,6,28
36891867,6,28
36960321,2,3
3698588,6,28
37171746,1,134
372172254,2,3
372536760,3,5
372630017,3,5
37285717,0,35
37290678,2,3
37326770,1,134
373315216,7,165
37346186,3,5
374927,8,13
375736511,4,4
376951839,1,134
3786237,0,35
380971085,0,35
38279790,4,4
38307428,2,3
38373338,3,5
38488726,0,35
38505249,17,5
385356389,3,5
385634291,1,134
38581626,8,13
38744670,11,17
38829639,4,4
388946490,4,4
389256017,2,3
38973038,7,165
39062978,0,35
391153869,0,35
39176169,2,3
39283837,4,4
393235957,2,3
393288578,1,134
393499763,6,28
394028369,6,28
39443258,6,28
39464018,4,4
39468142,12,28
39519916,8,13
39527318,2,3
396856161,1,134
396867188,0,35
397996130,11,17
398164186,1,134
39840932,3,5
39874513,1,134
39907649,1,134
401850253,2,3
402945349,6,28
40395126,11,17
40539602,2,3
407242578,5,86
40736127,8,13
410442633,3,5
41058054,6,28
411318591,2,3
411979983,18,101
412132838,2,3
412240914,5,86
41349039,14,49
41473746,13,27
416231913,1,134
41632796,1,134
4164482,6,28
41986369,1,134
420777439,2,3
420965027,2,3
421101922,1,134
422821402,1,134
423907006,1,134
