project_id,community_id,community_size
157863033,0,66
157919688,10,852
15807269,6,232
15823460,0,66
158256479,3,170
158310651,24,12
158403775,7,215
158437146,11,23
158477175,0,66
15861701,3,170
158756762,2,652
1588844,0,66
158906962,12,84
158975124,4,30
159005377,2,652
159049339,0,66
159109434,3,170
159271175,12,84
159294525,0,66
159351868,13,132
159548561,1,148
159568404,3,170
159907380,2,652
15992970,1,148
15993599,12,84
15993609,12,84
15993612,12,84
15993613,12,84
15993616,12,84
15993618,12,84
16019737,2,652
160253491,2,652
160367623,2,652
1604991,10,852
160615620,1,148
160689777,0,66
160735013,1,148
160784930,14,11
160919119,15,32
160999,4,30
161001,5,40
161155314,7,215
161525880,3,170
161674141,2,652
161681291,1,148
161689193,1,148
161843366,2,652
16189524,4,30
161951219,9,46
161979323,21,36
16211818,8,85
162168274,5,40
162201964,0,66
162484658,7,215
162548942,12,84
1625986,3,170
162643764,1,148
162725910,7,215
162864176,7,215
162869571,0,66
16287235,6,232
16296100,4,30
163071182,4,30
16309670,11,23
163185206,0,66
163387337,9,46
16345015,4,30
163568212,0,66
163653257,1,148
163847389,0,66
163853205,10,852
163883279,10,852
164008820,2,652
164026325,3,170
164047061,1,148
164074287,3,170
164267980,7,215
16431132,3,170
164354270,10,852
1644196,0,66
1646466,16,14
164668916,1,148
164789751,10,852
164896915,0,66
16489874,6,232
164999650,22,529
165021340,0,66
165087274,1,148
165092572,2,652
16514887,2,652
16523712,25,23
165289175,1,148
165332779,1,148
165478163,1,148
165536154,13,132
16554739,5,40
165561258,1,148
16556373,5,40
16563587,7,215
165758293,3,170
16587283,3,170
165954705,4,30
165957180,2,652
16597023,0,66
166244463,10,852
166274005,3,170
166282681,3,170
166314916,3,170
166319643,8,85
166363507,15,32
166397747,4,30
166480286,3,170
166483718,29,134
166515022,3,170
16652218,2,652
166545969,1,148
166571755,16,14
166575621,3,170
1666245,19,819
166763279,3,170
167017214,3,170
1670832,12,84
167093203,8,85
167317243,2,652
16740838,22,529
167499157,2,652
167553735,1,148
167596974,0,66
167615437,11,23
167666671,7,215
167756292,10,852
167839176,1,148
167926123,2,652
167949879,3,170
16795933,12,84
168011367,2,652
168043047,3,170
1680733,4,30
1680909,4,30
168183392,9,46
168370,12,84
168712350,0,66
168736310,6,232
168736372,6,232
168870773,4,30
16907502,18,234
169087223,7,215
16916235,0,66
169454043,22,529
169608259,5,40
169656159,1,148
16980777,5,40
16994340,10,852
17002442,3,170
170134290,30,25
170366344,14,11
170411418,2,652
170439169,1,148
170570699,1,148
1705960,4,30
170681535,9,46
170740248,9,46
17085874,3,170
171396748,17,788
171460321,6,232
171486120,31,24
17165658,3,170
17170044,4,30
17192780,2,652
172000765,0,66
172104891,1,148
172142138,2,652
172155554,6,232
17224514,9,46
172281423,0,66
17234665,8,85
17238321,4,30
172401332,1,148
17241201,3,170
172421430,0,66
172456427,0,66
172491601,4,30
1725199,24,12
172705585,11,23
172750723,6,232
172799788,15,32
17286587,4,30
173009358,2,652
173055585,10,852
17310686,3,170
1731413,17,788
173228436,0,66
173431969,3,170
173454206,0,66
173458129,3,170
17359057,4,30
173709830,18,234
17372733,17,788
17381605,28,71
17391973,17,788
173952378,0,66
173972535,0,66
174204333,0,66
17420913,1,148
174265685,1,148
174378326,9,46
174381831,1,148
174417748,14,11
17451182,2,652
174522026,7,215
174581882,6,232
1746398,28,71
175096978,0,66
175100306,14,11
175129788,3,170
17516793,0,66
175232615,1,148
17527989,10,852
175296188,15,32
175425051,2,652
175458368,2,652
175592968,3,170
17559913,1,148
1756350,4,30
1756541,4,30
175910132,7,215
1759835,2,652
176172924,7,215
17620347,13,132
176278485,26,263
176524785,4,30
176821351,0,66
177049645,1,148
177139928,1,148
17714713,3,170
17720373,5,40
177210627,16,14
177216640,0,66
177428838,1,148
17748183,0,66
177659629,2,652
177727591,2,652
178017670,5,40
1780633,17,788
17812502,6,232
178199416,3,170
178249461,14,11
178303050,2,652
178381879,2,652
178394770,3,170
178462204,0,66
178462340,4,30
178486642,8,85
178576091,7,215
178626720,20,40
178628673,2,652
178710662,14,11
178738123,4,30
17884290,13,132
178956163,2,652
178964735,9,46
178991158,1,148
179258435,9,46
