source_project_id,dimension,category,count,within_object_share
496817075,source_entity_type,IssueComment,274,0.042526773242278444
496817075,source_entity_type,PullRequest,609,0.09452118578302034
496817075,source_entity_type,PullRequestReview,20,0.0031041440322830977
496817075,source_entity_type,PullRequestReviewComment,74,0.011485332919447462
496817075,source_entity_type,Push,4918,0.7633090175384137
496817075,source_entity_type,Release,420,0.06518702467794506
507775,event_type,CommitCommentEvent,4,0.00011826971408296621
507775,event_type,IssueCommentEvent,5808,0.17172762484846693
507775,event_type,IssuesEvent,1081,0.031962390230921615
507775,event_type,PullRequestEvent,7480,0.2211643653351468
507775,event_type,PullRequestReviewCommentEvent,1687,0.049880251914491
507775,event_type,PullRequestReviewEvent,271,0.00801277312912096
507775,event_type,PushEvent,17490,0.5171343248277698
507775,source_entity_type,CommitComment,4,0.00011826971408296621
507775,source_entity_type,Issue,1081,0.031962390230921615
507775,source_entity_type,IssueComment,5808,0.17172762484846693
507775,source_entity_type,PullRequest,7480,0.2211643653351468
507775,source_entity_type,PullRequestReview,271,0.00801277312912096
507775,source_entity_type,PullRequestReviewComment,1687,0.049880251914491
507775,source_entity_type,Push,17490,0.5171343248277698
50874442,event_type,CommitCommentEvent,1,7.577479730241721e-05
50874442,event_type,IssueCommentEvent,288,0.02182314162309616
50874442,event_type,IssuesEvent,75,0.005683109797681291
50874442,event_type,PullRequestEvent,215,0.016291581420019702
50874442,event_type,PullRequestReviewCommentEvent,168,0.012730165946806092
50874442,event_type,PullRequestReviewEvent,110,0.008335227703265894
50874442,event_type,PushEvent,12340,0.9350609987118285
50874442,source_entity_type,CommitComment,1,7.577479730241721e-05
50874442,source_entity_type,Issue,75,0.005683109797681291
50874442,source_entity_type,IssueComment,288,0.02182314162309616
50874442,source_entity_type,PullRequest,215,0.016291581420019702
50874442,source_entity_type,PullRequestReview,110,0.008335227703265894
50874442,source_entity_type,PullRequestReviewComment,168,0.012730165946806092
50874442,source_entity_type,Push,12340,0.9350609987118285
510375115,event_type,CommitCommentEvent,1,0.000999000999000999
510375115,event_type,IssueCommentEvent,133,0.13286713286713286
510375115,event_type,IssuesEvent,16,0.015984015984015984
510375115,event_type,PullRequestEvent,202,0.2017982017982018
510375115,event_type,PullRequestReviewCommentEvent,37,0.03696303696303696
510375115,event_type,PullRequestReviewEvent,1,0.000999000999000999
510375115,event_type,PushEvent,572,0.5714285714285714
510375115,event_type,ReleaseEvent,39,0.03896103896103896
510375115,source_entity_type,CommitComment,1,0.000999000999000999
510375115,source_entity_type,Issue,16,0.015984015984015984
510375115,source_entity_type,IssueComment,133,0.13286713286713286
510375115,source_entity_type,PullRequest,202,0.2017982017982018
510375115,source_entity_type,PullRequestReview,1,0.000999000999000999
510375115,source_entity_type,PullRequestReviewComment,37,0.03696303696303696
510375115,source_entity_type,Push,572,0.5714285714285714
510375115,source_entity_type,Release,39,0.03896103896103896
5349565,event_type,CommitCommentEvent,1,0.00012413108242303873
5349565,event_type,IssueCommentEvent,1845,0.22902184707050646
5349565,event_type,IssuesEvent,344,0.04270109235352532
5349565,event_type,PullRequestEvent,4931,0.6120903674280039
5349565,event_type,PullRequestReviewCommentEvent,364,0.0451837140019861
5349565,event_type,PullRequestReviewEvent,126,0.01564051638530288
5349565,event_type,PushEvent,445,0.055238331678252234
5349565,source_entity_type,CommitComment,1,0.00012413108242303873
5349565,source_entity_type,Issue,344,0.04270109235352532
5349565,source_entity_type,IssueComment,1845,0.22902184707050646
5349565,source_entity_type,PullRequest,4931,0.6120903674280039
5349565,source_entity_type,PullRequestReview,126,0.01564051638530288
5349565,source_entity_type,PullRequestReviewComment,364,0.0451837140019861
5349565,source_entity_type,Push,445,0.055238331678252234
546206616,event_type,IssueCommentEvent,867,0.19177173191771732
546206616,event_type,IssuesEvent,188,0.0415837204158372
546206616,event_type,PullRequestEvent,424,0.09378456093784561
546206616,event_type,PullRequestReviewCommentEvent,84,0.0185799601857996
546206616,event_type,PullRequestReviewEvent,9,0.0019907100199071004
546206616,event_type,PushEvent,2470,0.546339305463393
546206616,event_type,ReleaseEvent,479,0.10595001105950011
546206616,source_entity_type,Issue,188,0.0415837204158372
546206616,source_entity_type,IssueComment,867,0.19177173191771732
546206616,source_entity_type,PullRequest,424,0.09378456093784561
546206616,source_entity_type,PullRequestReview,9,0.0019907100199071004
546206616,source_entity_type,PullRequestReviewComment,84,0.0185799601857996
546206616,source_entity_type,Push,2470,0.546339305463393
546206616,source_entity_type,Release,479,0.10595001105950011
60246359,event_type,CommitCommentEvent,4,7.48685121754918e-05
60246359,event_type,IssueCommentEvent,15606,0.2920995002526812
60246359,event_type,IssuesEvent,1369,0.025623748292062067
60246359,event_type,PullRequestEvent,11490,0.21505980122410018
60246359,event_type,PullRequestReviewCommentEvent,893,0.01671439534317854
60246359,event_type,PullRequestReviewEvent,98,0.001834278548299549
60246359,event_type,PushEvent,23967,0.44859340782750295
60246359,source_entity_type,CommitComment,4,7.48685121754918e-05
60246359,source_entity_type,Issue,1369,0.025623748292062067
60246359,source_entity_type,IssueComment,15606,0.2920995002526812
60246359,source_entity_type,PullRequest,11490,0.21505980122410018
60246359,source_entity_type,PullRequestReview,98,0.001834278548299549
60246359,source_entity_type,PullRequestReviewComment,893,0.01671439534317854
60246359,source_entity_type,Push,23967,0.44859340782750295
60377070,event_type,IssueCommentEvent,263,0.035526138052141026
60377070,event_type,IssuesEvent,77,0.010401188707280832
60377070,event_type,PullRequestEvent,1763,0.2381466972848845
60377070,event_type,PullRequestReviewCommentEvent,44,0.005943536404160475
60377070,event_type,PullRequestReviewEvent,1,0.00013508037282182898
60377070,event_type,PushEvent,5255,0.7098473591787113
60377070,source_entity_type,Issue,77,0.010401188707280832
60377070,source_entity_type,IssueComment,263,0.035526138052141026
60377070,source_entity_type,PullRequest,1763,0.2381466972848845
60377070,source_entity_type,PullRequestReview,1,0.00013508037282182898
60377070,source_entity_type,PullRequestReviewComment,44,0.005943536404160475
60377070,source_entity_type,Push,5255,0.7098473591787113
6838921,event_type,CommitCommentEvent,2,0.0004259850905218317
6838921,event_type,IssueCommentEvent,1046,0.222790202342918
6838921,event_type,IssuesEvent,309,0.065814696485623
6838921,event_type,PullRequestEvent,631,0.1343982960596379
6838921,event_type,PullRequestReviewCommentEvent,179,0.03812566560170394
6838921,event_type,PullRequestReviewEvent,50,0.010649627263045794
6838921,event_type,PushEvent,1996,0.4251331203407881
6838921,event_type,ReleaseEvent,482,0.10266240681576144
6838921,source_entity_type,CommitComment,2,0.0004259850905218317
6838921,source_entity_type,Issue,309,0.065814696485623
6838921,source_entity_type,IssueComment,1046,0.222790202342918
6838921,source_entity_type,PullRequest,631,0.1343982960596379
6838921,source_entity_type,PullRequestReview,50,0.010649627263045794
6838921,source_entity_type,PullRequestReviewComment,179,0.03812566560170394
6838921,source_entity_type,Push,1996,0.4251331203407881
6838921,source_entity_type,Release,482,0.10266240681576144
7437073,event_type,IssueCommentEvent,178,0.17925478348439072
7437073,event_type,IssuesEvent,74,0.07452165156092648
7437073,event_type,PullRequestEvent,309,0.311178247734139
7437073,event_type,PullRequestReviewCommentEvent,12,0.012084592145015106
7437073,event_type,PullRequestReviewEvent,2,0.002014098690835851
7437073,event_type,PushEvent,418,0.4209466263846928
7437073,source_entity_type,Issue,74,0.07452165156092648
7437073,source_entity_type,IssueComment,178,0.17925478348439072
7437073,source_entity_type,PullRequest,309,0.311178247734139
7437073,source_entity_type,PullRequestReview,2,0.002014098690835851
7437073,source_entity_type,PullRequestReviewComment,12,0.012084592145015106
7437073,source_entity_type,Push,418,0.4209466263846928
75425073,event_type,IssueCommentEvent,120,0.022870211549456832
75425073,event_type,IssuesEvent,58,0.01105393558223747
75425073,event_type,PullRequestEvent,865,0.16485610825233465
75425073,event_type,PullRequestReviewCommentEvent,4,0.0007623403849818944
75425073,event_type,PushEvent,3613,0.6885839527348961
75425073,event_type,ReleaseEvent,587,0.111873451496093
75425073,source_entity_type,Issue,58,0.01105393558223747
75425073,source_entity_type,IssueComment,120,0.022870211549456832
75425073,source_entity_type,PullRequest,865,0.16485610825233465
75425073,source_entity_type,PullRequestReviewComment,4,0.0007623403849818944
75425073,source_entity_type,Push,3613,0.6885839527348961
75425073,source_entity_type,Release,587,0.111873451496093
77385607,event_type,CommitCommentEvent,702,0.1309212980231257
77385607,event_type,IssueCommentEvent,691,0.128869824692279
77385607,event_type,IssuesEvent,101,0.018836255128683328
77385607,event_type,PullRequestEvent,550,0.10257366654233495
77385607,event_type,PullRequestReviewCommentEvent,27,0.0050354345393509884
77385607,event_type,PullRequestReviewEvent,35,0.006527415143603133
77385607,event_type,PushEvent,3252,0.6064901156284969
77385607,event_type,ReleaseEvent,4,0.0007459903021260724
77385607,source_entity_type,CommitComment,702,0.1309212980231257
77385607,source_entity_type,Issue,101,0.018836255128683328
77385607,source_entity_type,IssueComment,691,0.128869824692279
77385607,source_entity_type,PullRequest,550,0.10257366654233495
77385607,source_entity_type,PullRequestReview,35,0.006527415143603133
77385607,source_entity_type,PullRequestReviewComment,27,0.0050354345393509884
77385607,source_entity_type,Push,3252,0.6064901156284969
77385607,source_entity_type,Release,4,0.0007459903021260724
84240850,event_type,IssueCommentEvent,1124,0.1803015720243824
84240850,event_type,IssuesEvent,121,0.01940968880333654
84240850,event_type,PullRequestEvent,513,0.08229066410009625
84240850,event_type,PullRequestReviewCommentEvent,119,0.01908886750080205
84240850,event_type,PullRequestReviewEvent,21,0.003368623676612127
84240850,event_type,PushEvent,4219,0.676772537696503
84240850,event_type,ReleaseEvent,117,0.018768046198267566
84240850,source_entity_type,Issue,121,0.01940968880333654
84240850,source_entity_type,IssueComment,1124,0.1803015720243824
84240850,source_entity_type,PullRequest,513,0.08229066410009625
84240850,source_entity_type,PullRequestReview,21,0.003368623676612127
84240850,source_entity_type,PullRequestReviewComment,119,0.01908886750080205
84240850,source_entity_type,Push,4219,0.676772537696503
84240850,source_entity_type,Release,117,0.018768046198267566
911980,event_type,CommitCommentEvent,2,0.00032216494845360824
911980,event_type,IssueCommentEvent,857,0.13804768041237114
911980,event_type,IssuesEvent,317,0.051063144329896906
911980,event_type,PullRequestEvent,774,0.12467783505154639
911980,event_type,PullRequestReviewCommentEvent,319,0.05138530927835051
911980,event_type,PullRequestReviewEvent,35,0.005637886597938144
911980,event_type,PushEvent,3899,0.6280605670103093
911980,event_type,ReleaseEvent,5,0.0008054123711340206
911980,source_entity_type,CommitComment,2,0.00032216494845360824
911980,source_entity_type,Issue,317,0.051063144329896906
911980,source_entity_type,IssueComment,857,0.13804768041237114
911980,source_entity_type,PullRequest,774,0.12467783505154639
911980,source_entity_type,PullRequestReview,35,0.005637886597938144
911980,source_entity_type,PullRequestReviewComment,319,0.05138530927835051
911980,source_entity_type,Push,3899,0.6280605670103093
911980,source_entity_type,Release,5,0.0008054123711340206
9342529,event_type,CommitCommentEvent,3,0.00047808764940239046
9342529,event_type,IssueCommentEvent,495,0.07888446215139443
9342529,event_type,IssuesEvent,120,0.019123505976095617
9342529,event_type,PullRequestEvent,1047,0.16685258964143426
9342529,event_type,PullRequestReviewCommentEvent,305,0.04860557768924303
9342529,event_type,PullRequestReviewEvent,47,0.00749003984063745
9342529,event_type,PushEvent,4258,0.6785657370517928
9342529,source_entity_type,CommitComment,3,0.00047808764940239046
9342529,source_entity_type,Issue,120,0.019123505976095617
9342529,source_entity_type,IssueComment,495,0.07888446215139443
9342529,source_entity_type,PullRequest,1047,0.16685258964143426
9342529,source_entity_type,PullRequestReview,47,0.00749003984063745
9342529,source_entity_type,PullRequestReviewComment,305,0.04860557768924303
9342529,source_entity_type,Push,4258,0.6785657370517928
95614931,event_type,IssueCommentEvent,1953,0.7140767824497257
95614931,event_type,IssuesEvent,131,0.04789762340036563
95614931,event_type,PullRequestEvent,8,0.0029250457038391227
95614931,event_type,PullRequestReviewCommentEvent,2,0.0007312614259597807
95614931,event_type,PullRequestReviewEvent,2,0.0007312614259597807
95614931,event_type,PushEvent,297,0.10859232175502742
95614931,event_type,ReleaseEvent,342,0.12504570383912247
95614931,source_entity_type,Issue,131,0.04789762340036563
95614931,source_entity_type,IssueComment,1953,0.7140767824497257
95614931,source_entity_type,PullRequest,8,0.0029250457038391227
95614931,source_entity_type,PullRequestReview,2,0.0007312614259597807
95614931,source_entity_type,PullRequestReviewComment,2,0.0007312614259597807
95614931,source_entity_type,Push,297,0.10859232175502742
95614931,source_entity_type,Release,342,0.12504570383912247
