target_project_id,dimension,category,count,within_object_share
67836789,source_entity_type,PullRequestReviewComment,3,0.004411764705882353
67836789,source_entity_type,Push,365,0.5367647058823529
67836789,target_entity_type,GitHub_Files_FileChanges,3,0.004411764705882353
67836789,target_entity_type,GitHub_GenSer_Other_Links,161,0.23676470588235293
67836789,target_entity_type,Issue,256,0.3764705882352941
67836789,target_entity_type,IssueComment,1,0.0014705882352941176
67836789,target_entity_type,PullRequest,4,0.0058823529411764705
67836789,target_entity_type,Release,1,0.0014705882352941176
67836789,target_entity_type,Repo,254,0.3735294117647059
688586835,event_type,IssueCommentEvent,855,0.9965034965034965
688586835,event_type,PullRequestEvent,1,0.0011655011655011655
688586835,event_type,PushEvent,2,0.002331002331002331
688586835,source_entity_type,IssueComment,855,0.9965034965034965
688586835,source_entity_type,PullRequest,1,0.0011655011655011655
688586835,source_entity_type,Push,2,0.002331002331002331
688586835,target_entity_type,Repo,858,1.0
6934395,event_type,IssueCommentEvent,409,0.10729275970619098
6934395,event_type,IssuesEvent,235,0.061647429171038826
6934395,event_type,PullRequestEvent,306,0.08027282266526757
6934395,event_type,PullRequestReviewCommentEvent,120,0.03147953830010493
6934395,event_type,PullRequestReviewEvent,51,0.013378803777544596
6934395,event_type,PushEvent,2654,0.6962224554039874
6934395,event_type,ReleaseEvent,37,0.009706190975865687
6934395,source_entity_type,Issue,235,0.061647429171038826
6934395,source_entity_type,IssueComment,409,0.10729275970619098
6934395,source_entity_type,PullRequest,306,0.08027282266526757
6934395,source_entity_type,PullRequestReview,51,0.013378803777544596
6934395,source_entity_type,PullRequestReviewComment,120,0.03147953830010493
6934395,source_entity_type,Push,2654,0.6962224554039874
6934395,source_entity_type,Release,37,0.009706190975865687
6934395,target_entity_type,Branch,2,0.0005246589716684155
6934395,target_entity_type,Branch_Tag_GHDir,6,0.0015739769150052466
6934395,target_entity_type,Commit,187,0.049055613850996854
6934395,target_entity_type,GitHub_Files_FileChanges,354,0.09286463798530954
6934395,target_entity_type,GitHub_GenSer_Other_Links,67,0.01757607555089192
6934395,target_entity_type,Gollum,67,0.01757607555089192
6934395,target_entity_type,Issue,548,0.14375655823714587
6934395,target_entity_type,IssueComment,19,0.004984260230849948
6934395,target_entity_type,PullRequest,2507,0.6576600209863589
6934395,target_entity_type,PullRequestReview,3,0.0007869884575026233
6934395,target_entity_type,PullRequestReviewComment,33,0.008656873032528857
6934395,target_entity_type,Release,12,0.0031479538300104933
6934395,target_entity_type,Repo,5,0.0013116474291710388
6934395,target_entity_type,Tag,2,0.0005246589716684155
71133469,event_type,PullRequestEvent,3,0.001284796573875803
71133469,event_type,PullRequestReviewCommentEvent,2304,0.9867237687366167
71133469,event_type,PushEvent,28,0.011991434689507495
71133469,source_entity_type,PullRequest,3,0.001284796573875803
71133469,source_entity_type,PullRequestReviewComment,2304,0.9867237687366167
71133469,source_entity_type,Push,28,0.011991434689507495
71133469,target_entity_type,Repo,2335,1.0
83502071,event_type,IssueCommentEvent,579,1.0
83502071,source_entity_type,IssueComment,579,1.0
83502071,target_entity_type,Repo,579,1.0
927442,event_type,IssueCommentEvent,81,0.03294021960146401
927442,event_type,IssuesEvent,23,0.009353395689304595
927442,event_type,PullRequestEvent,52,0.0211468076453843
927442,event_type,PullRequestReviewCommentEvent,54,0.021960146400976006
927442,event_type,PullRequestReviewEvent,27,0.010980073200488003
927442,event_type,PushEvent,2222,0.9036193574623831
927442,source_entity_type,Issue,23,0.009353395689304595
927442,source_entity_type,IssueComment,81,0.03294021960146401
927442,source_entity_type,PullRequest,52,0.0211468076453843
927442,source_entity_type,PullRequestReview,27,0.010980073200488003
927442,source_entity_type,PullRequestReviewComment,54,0.021960146400976006
927442,source_entity_type,Push,2222,0.9036193574623831
927442,target_entity_type,Branch_Tag_GHDir,6,0.0024400162667751117
927442,target_entity_type,Commit,2211,0.8991459943066287
927442,target_entity_type,GitHub_Files_FileChanges,224,0.09109394062627084
927442,target_entity_type,GitHub_GenSer_Other_Links,4,0.0016266775111834079
927442,target_entity_type,PullRequest,14,0.0056933712891419274
