project_id,repo_name,category_label,total_reference_records,self_reference_records,external_project_reference_records,non_project_reference_records,unresolved_target_reference_records,self_reference_ratio,external_reference_share,non_project_reference_share,active_issue_pr_count,comment_related_unique_source_count,comment_body_ref_count,comment_per_issue,comment_reference_density,project_age_years_at_2023_end
546206616,chroma-core/chroma,"Document,Vector",8163,3754,767,1095,2547,0.45987994609824817,0.5401200539017518,0.13414185961043734,1123,3017,4339,2.6865538735529833,1.438183626118661,1.2347707049965777
341631350,apache/lucene,Document,5839,2782,320,766,1971,0.47645144716561055,0.5235485528343895,0.13118684706285322,843,2769,4499,3.284697508896797,1.6247742867461177,2.847364818617385
6838921,prometheus/prometheus,"Key-value,Time Series",10684,3415,1280,2853,3136,0.319636840134781,0.680363159865219,0.2670348184200674,1404,3046,5503,2.1695156695156697,1.8066316480630336,11.096509240246407
19257422,questdb/questdb,"Relational,Time Series",7967,6078,97,883,909,0.7628969499184135,0.23710305008158655,0.11083218275385967,719,1540,2260,2.141863699582754,1.4675324675324675,9.672826830937714
2524488,apache/accumulo,Wide column,5136,3859,189,509,579,0.7513629283489096,0.24863707165109034,0.09910436137071651,782,2162,3195,2.764705882352941,1.4777983348751156,12.232717316906228
198683574,dolthub/dolt,Relational,7111,3671,342,1420,1678,0.5162424412881451,0.4837575587118549,0.19969062016594008,1273,2603,4042,2.044776119402985,1.552823665001921,4.435318275154004
298763623,kuzudb/kuzu,Graph,14468,5839,111,7246,1272,0.4035803151783246,0.5964196848216754,0.5008294166436273,986,1429,7999,1.449290060851927,5.597620713785864,3.2580424366872007
50874442,citusdata/citus,Relational,15562,11078,2119,1693,672,0.7118622285053335,0.2881377714946665,0.10879064387610847,658,1314,1849,1.9969604863221884,1.4071537290715372,7.909650924024641
357707809,quickwit-oss/quickwit,Document,13200,7721,2032,1098,2349,0.5849242424242425,0.4150757575757576,0.08318181818181818,922,1517,2384,1.6453362255965294,1.5715227422544495,2.7132101300479126
1917262,realm/realm-core,"Object Oriented,Document",10337,6582,140,2900,715,0.6367418012963142,0.3632581987036858,0.28054561284705426,660,1247,4924,1.8893939393939394,3.9486768243785084,12.53388090349076
95817032,edgedb/edgedb,"Object Oriented,Relational",10026,7834,178,1241,773,0.7813684420506682,0.21863155794933173,0.12377817674047477,888,1309,1812,1.4740990990990992,1.384262796027502,6.50239561943874
52080367,CUBRID/cubrid,"Object Oriented,Relational",5811,2992,6,2527,286,0.5148855618654277,0.4851144381345724,0.4348649113749785,793,1112,1526,1.4022698612862547,1.3723021582733812,7.860369609856263
1050944,infinispan/infinispan,Key-value,3367,818,97,1052,1400,0.24294624294624295,0.7570537570537571,0.3124443124443124,945,1954,2482,2.0677248677248676,1.2702149437052201,13.152635181382614
478288303,nuclia/nucliadb,Vector,37709,22397,85,15031,196,0.593943090508897,0.4060569094911029,0.39860510753401046,1071,1637,9267,1.5284780578898225,5.660965180207697,1.7357973990417521
195619075,vdaas/vald,Vector,40883,8037,2492,13511,16843,0.19658537778538757,0.8034146222146125,0.33047966147298385,364,4192,9381,11.516483516483516,2.237833969465649,4.48186173853525
182849188,delta-io/delta,Wide column,4070,1811,181,1218,860,0.444963144963145,0.5550368550368551,0.2992628992628993,744,1567,2454,2.1061827956989245,1.5660497766432675,4.689938398357289
86868560,TileDB-Inc/TileDB,Array,10587,7825,355,1738,669,0.7391140077453481,0.2608859922546519,0.16416359686407858,634,1218,1989,1.9211356466876972,1.6330049261083743,6.74880219028063
496817075,GlareDB/glaredb,Relational,9224,4422,2021,1046,1735,0.47940156114483956,0.5205984388551604,0.11339982653946228,748,1269,2070,1.696524064171123,1.6312056737588652,1.593429158110883
130688011,meilisearch/meilisearch,"Document,Search Engine",16342,6625,4190,1623,3904,0.40539713621343776,0.5946028637865622,0.09931464936972219,811,2236,4998,2.757090012330456,2.235241502683363,5.686516084873374
276293034,apache/age,Graph,3304,1653,75,406,1170,0.5003026634382567,0.49969733656174337,0.1228813559322034,591,1483,1980,2.509306260575296,1.335131490222522,3.4962354551676933
19816070,MariaDB/server,Relational,12600,4197,74,6394,1935,0.3330952380952381,0.6669047619047619,0.5074603174603175,593,1554,3615,2.6205733558178754,2.3262548262548264,9.626283367556468
31006158,apache/ignite,Key-value,31736,749,11,30700,276,0.023600957902697253,0.9763990420973028,0.9673556843962692,633,1623,30919,2.5639810426540284,19.05052372150339,8.85968514715948
41349039,dgraph-io/dgraph,Graph,10702,7101,1358,1435,808,0.6635208372266866,0.3364791627733134,0.13408708652588303,345,700,1348,2.028985507246377,1.9257142857142857,8.347707049965777
346976717,4paradigm/OpenMLDB,"Relational,Time Series",5847,1201,1980,2449,217,0.20540448093039165,0.7945955190696083,0.41884727210535316,530,1112,4927,2.09811320754717,4.430755395683454,2.8008213552361396
206417,apache/couchdb,Document,2550,1211,163,752,424,0.47490196078431374,0.5250980392156863,0.29490196078431374,406,896,1504,2.206896551724138,1.6785714285714286,14.609171800136892
201403923,activeloopai/deeplake,Vector,24462,3092,8,20264,1098,0.12640013081514184,0.8735998691848581,0.8283868857820292,571,1546,20737,2.7075306479859895,13.413324708926261,4.39151266255989
396856161,authzed/spicedb,Object Oriented,4019,2070,414,264,1271,0.5150534958945011,0.4849465041054989,0.0656879820850958,323,623,939,1.9287925696594428,1.507223113964687,2.3709787816563996
581145740,ByConity/ByConity,Relational,3900,1951,237,876,836,0.5002564102564102,0.49974358974358973,0.2246153846153846,614,1264,2091,2.0586319218241043,1.6542721518987342,1.0212183436002737
11695619,eXist-db/exist,"Document,Native XML",20857,961,1136,17719,1041,0.046075658052452416,0.9539243419475476,0.8495469147048952,551,1716,18891,3.114337568058076,11.008741258741258,10.428473648186174
420965027,cnosdb/cnosdb,"Relational,Time Series",2075,1376,45,575,79,0.6631325301204819,0.3368674698795181,0.27710843373493976,795,1093,1754,1.3748427672955974,1.6047575480329368,2.1793292265571527
49412556,quickwit-oss/tantivy,Document,6163,1345,203,4072,543,0.21823787116663962,0.7817621288333604,0.6607171831900048,367,662,4648,1.8038147138964578,7.021148036253776,7.967145790554415
449924556,tigrisdata/tigris,Document,5039,2311,487,2070,171,0.4586227426076602,0.5413772573923398,0.41079579281603495,506,752,3234,1.4861660079051384,4.300531914893617,1.9411362080766599
54005538,FirebirdSQL/firebird,Relational,2015,1484,25,267,239,0.7364764267990075,0.26352357320099257,0.1325062034739454,321,624,1295,1.9439252336448598,2.0753205128205128,7.789185489390828
372536760,oceanbase/oceanbase,Relational,2584,947,46,1400,191,0.3664860681114551,0.6335139318885449,0.541795665634675,330,638,1543,1.9333333333333333,2.4184952978056424,2.5817932922655715
5844474,EventStore/EventStore,Event,4106,2978,160,675,293,0.7252800779347297,0.27471992206527035,0.16439357038480273,319,566,822,1.774294670846395,1.452296819787986,11.28268309377139
520096046,marqo-ai/marqo,"Document,Vector,Search Engine",2087,1463,30,400,194,0.701006229036895,0.2989937709631049,0.19166267369429804,212,446,631,2.1037735849056602,1.4147982062780269,1.4127310061601643
146459443,vesoft-inc/nebula,Graph,2317,684,61,1237,335,0.29520932239965475,0.7047906776003453,0.533880017263703,399,660,1682,1.6541353383458646,2.5484848484848484,5.338809034907597
30449481,apache/tinkerpop,Graph,5921,1000,1809,2324,788,0.1688903901368012,0.8311096098631988,0.392501266677926,474,1065,2886,2.2468354430379747,2.7098591549295774,8.892539356605065
462329984,speedb-io/speedb,Key-value,3422,1632,556,766,468,0.47691408533021623,0.5230859146697837,0.22384570426651082,246,626,938,2.5447154471544717,1.4984025559105432,1.8507871321013005
75425073,pubkey/rxdb,Document,43463,4410,837,38045,171,0.10146561443066517,0.8985343855693348,0.8753422451280399,1049,1248,38568,1.1897044804575787,30.903846153846153,7.0746064339493495
141376301,apache/incubator-hugegraph,Graph,3193,1258,88,1440,407,0.3939868462261196,0.6060131537738803,0.45098653304102726,318,778,2138,2.4465408805031448,2.7480719794344473,5.451060917180014
91593042,bloomberg/comdb2,Relational,2771,100,4,2487,180,0.03608805485384338,0.9639119451461566,0.8975099242150848,433,887,1878,2.048498845265589,2.117249154453213,6.620123203285421
94593596,etcd-io/bbolt,Key-value,1940,630,242,287,781,0.3247422680412371,0.6752577319587629,0.1479381443298969,284,914,1466,3.2183098591549295,1.6039387308533917,6.535249828884326
95614931,manticoresoftware/manticoresearch,"Relational,Search Engine",3872,1059,1676,927,210,0.2735020661157025,0.7264979338842975,0.23941115702479338,436,1036,2921,2.376146788990826,2.8194980694980694,6.505133470225872
607441698,lancedb/lancedb,Document,2882,1739,85,221,837,0.6034004163775156,0.3965995836224844,0.07668285912560721,251,355,461,1.4143426294820718,1.2985915492957747,0.8350444900752909
77385607,JanusGraph/janusgraph,Graph,8201,2394,2968,1586,1253,0.2919156200463358,0.7080843799536641,0.19339104987196684,616,1125,2458,1.8262987012987013,2.184888888888889,7.008898015058179
20473418,apache/phoenix,Relational,820,295,16,147,362,0.3597560975609756,0.6402439024390244,0.17926829268292682,124,370,495,2.9838709677419355,1.337837837837838,9.571526351813826
220186120,codenotary/immudb,Key-value,18141,211,541,14949,2440,0.011631111846094482,0.9883688881539056,0.8240449809823053,395,1034,14688,2.617721518987342,14.205029013539653,4.145106091718001
510607652,pocketbase/pocketbase,Relational,1995,958,103,597,337,0.48020050125313285,0.5197994987468672,0.2992481203007519,547,929,1378,1.6983546617915906,1.4833153928955867,1.486652977412731
148087762,georgia-tech-db/eva,Relational,6739,1982,1933,1639,1185,0.29410891823712715,0.7058910817628729,0.24321115892565662,265,469,713,1.769811320754717,1.5202558635394456,5.30321697467488
396867188,ArcadeData/arcadedb,"Key-value,Document,Graph,Time Series",3851,1636,727,698,790,0.42482472085172684,0.5751752791482732,0.1812516229550766,446,773,1349,1.7331838565022422,1.7451487710219922,2.3709787816563996
456549280,ydb-platform/ydb,"Relational,Document",5728,3394,32,2270,32,0.5925279329608939,0.40747206703910616,0.39629888268156427,355,470,4638,1.323943661971831,9.86808510638298,1.891854893908282
34533675,apache/sedona,Spatial,2044,495,127,1174,248,0.24217221135029354,0.7578277886497065,0.5743639921722113,407,677,1654,1.6633906633906634,2.4431314623338256,8.684462696783026
79317191,typesense/typesense,Search Engine,1387,422,85,484,396,0.304253785147801,0.695746214852199,0.34895457822638787,502,857,1110,1.707171314741036,1.2952158693115519,6.945927446954141
125824259,xtdb/xtdb,Document,1154,661,99,171,223,0.5727902946273831,0.427209705372617,0.14818024263431542,389,524,721,1.3470437017994858,1.3759541984732824,5.782340862422998
87414843,hyrise/hyrise,Relational,890,518,7,296,69,0.5820224719101124,0.41797752808988764,0.3325842696629214,63,145,193,2.3015873015873014,1.3310344827586207,6.7323750855578375
678214856,timeplus-io/proton,Relational,2070,1246,135,465,224,0.6019323671497585,0.39806763285024155,0.2246376811594203,179,243,429,1.3575418994413408,1.7654320987654322,0.37782340862423
644742603,cloudberrydb/cloudberrydb,"Object Oriented,Relational",1502,479,38,598,387,0.3189081225033289,0.6810918774966711,0.3981358189081225,261,547,1175,2.0957854406130267,2.1480804387568555,0.6023271731690623
47973088,gchq/Gaffer,Graph,2201,1040,48,994,119,0.4725124943207633,0.5274875056792367,0.45161290322580644,257,398,991,1.54863813229572,2.4899497487437188,8.043805612594113
305513242,fluree/db,"Graph,Relational,Document,RDF",2192,1166,117,498,411,0.531934306569343,0.46806569343065696,0.2271897810218978,305,518,1237,1.698360655737705,2.388030888030888,3.1950718685831623
66783145,couchbase/couchbase-lite-core,"Document,Key-value",889,762,5,54,68,0.8571428571428571,0.14285714285714285,0.06074240719910011,80,113,138,1.4125,1.2212389380530972,7.337440109514032
84458512,RedisGraph/RedisGraph,Graph,4477,1830,74,2064,509,0.40875586330131786,0.5912441366986821,0.46102300647755196,274,479,1993,1.7481751824817517,4.160751565762004,6.809034907597536
442441933,mabel-dev/opteryx,"Object Oriented,Relational",16114,2449,186,13022,457,0.1519796450291672,0.8480203549708328,0.8081171651979645,328,1070,13238,3.2621951219512195,12.37196261682243,2.004106776180698
7437073,apache/jena,RDF,1811,507,486,506,312,0.27995582551076753,0.7200441744892324,0.2794036443953617,338,621,1266,1.8372781065088757,2.0386473429951693,10.984257357973991
13124802,influxdata/influxdb,"Wide column,Time Series",1458,601,142,495,220,0.4122085048010974,0.5877914951989026,0.3395061728395062,394,610,1064,1.5482233502538072,1.7442622950819673,10.258726899383984
507829396,openGemini/openGemini,"Relational,Time Series",1475,605,31,565,274,0.4101694915254237,0.5898305084745763,0.38305084745762713,221,355,741,1.6063348416289593,2.0873239436619717,1.5085557837097878
