repo_id,repo_name,repo_name_used,i_pr_rec_cnt,repo_created_at,category_label,activity_count,evidence_filename,evidence_available,evidence_path,seed_boundary_reason
339993112,matrixorigin/matrixone,matrixorigin/matrixone,35681,2021-02-18T09:07:17Z,Relational,35681,matrixorigin_matrixone_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/matrixorigin_matrixone_2023.csv,activity_threshold_and_frozen_evidence_available
358917318,apache/arrow-datafusion,apache/arrow-datafusion,31591,2021-04-17T15:40:23Z,Relational,31591,apache_arrow-datafusion_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_arrow-datafusion_2023.csv,activity_threshold_and_frozen_evidence_available
20587599,apache/flink,apache/flink,28643,2014-06-07T07:00:10Z,Relational,28643,apache_flink_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_flink_2023.csv,activity_threshold_and_frozen_evidence_available
3786237,hazelcast/hazelcast,hazelcast/hazelcast,28226,2012-03-21T12:25:18Z,Key-value,28226,hazelcast_hazelcast_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/hazelcast_hazelcast_2023.csv,activity_threshold_and_frozen_evidence_available
302827809,datafuselabs/databend,datafuselabs/databend,28205,2020-10-10T06:04:42Z,Relational,28205,datafuselabs_databend_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/datafuselabs_databend_2023.csv,activity_threshold_and_frozen_evidence_available
351806852,neondatabase/neon,neondatabase/neon,28189,2021-03-26T14:20:47Z,"Object Oriented,Relational",28189,neondatabase_neon_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/neondatabase_neon_2023.csv,activity_threshold_and_frozen_evidence_available
49876476,apache/shardingsphere,apache/shardingsphere,24726,2016-01-18T12:49:26Z,Relational,24726,apache_shardingsphere_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_shardingsphere_2023.csv,activity_threshold_and_frozen_evidence_available
44781140,greenplum-db/gpdb,greenplum-db/gpdb,24704,,Relational,24704,greenplum-db_gpdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/greenplum-db_gpdb_2023.csv,activity_threshold_and_frozen_evidence_available
48833910,tikv/tikv,tikv/tikv,24475,2015-12-31T04:51:32Z,Key-value,24475,tikv_tikv_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tikv_tikv_2023.csv,activity_threshold_and_frozen_evidence_available
5349565,prestodb/presto,prestodb/presto,24094,2012-08-09T01:03:37Z,"Wide column,Relational,Key-value,Document",24094,prestodb_presto_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/prestodb_presto_2023.csv,activity_threshold_and_frozen_evidence_available
385634291,grafana/mimir,grafana/mimir,23492,2021-07-13T14:34:08Z,Relational,23492,grafana_mimir_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/grafana_mimir_2023.csv,activity_threshold_and_frozen_evidence_available
6358188,apache/druid,apache/druid,22993,2012-10-23T19:08:07Z,"Wide column,Relational",22993,apache_druid_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_druid_2023.csv,activity_threshold_and_frozen_evidence_available
11008207,vitessio/vitess,vitessio/vitess,22224,2013-06-27T21:20:28Z,Relational,22224,vitessio_vitess_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/vitessio_vitess_2023.csv,activity_threshold_and_frozen_evidence_available
19961085,apache/pinot,apache/pinot,22019,2014-05-19T23:27:48Z,Relational,22019,apache_pinot_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_pinot_2023.csv,activity_threshold_and_frozen_evidence_available
138754790,duckdb/duckdb,duckdb/duckdb,20663,2018-06-26T15:04:45Z,Relational,20663,duckdb_duckdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/duckdb_duckdb_2023.csv,activity_threshold_and_frozen_evidence_available
480217156,GreptimeTeam/greptimedb,GreptimeTeam/greptimedb,19961,2022-04-11T03:46:48Z,Time Series,19961,GreptimeTeam_greptimedb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/GreptimeTeam_greptimedb_2023.csv,activity_threshold_and_frozen_evidence_available
105944401,yugabyte/yugabyte-db,yugabyte/yugabyte-db,18841,2017-10-05T21:56:00Z,"Relational,Key-value",18841,yugabyte_yugabyte-db_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/yugabyte_yugabyte-db_2023.csv,activity_threshold_and_frozen_evidence_available
2944302,wiredtiger/wiredtiger,wiredtiger/wiredtiger,18588,2011-12-09T00:43:19Z,Key-value,18588,wiredtiger_wiredtiger_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/wiredtiger_wiredtiger_2023.csv,activity_threshold_and_frozen_evidence_available
422821402,FerretDB/FerretDB,FerretDB/FerretDB,17804,2021-10-30T08:06:36Z,Document,17804,FerretDB_FerretDB_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/FerretDB_FerretDB_2023.csv,activity_threshold_and_frozen_evidence_available
23418517,apache/hadoop,apache/hadoop,17488,2014-08-28T07:00:08Z,,17488,apache_hadoop_2023.csv,False,,candidate_missing_frozen_evidence
206444,apache/hive,apache/hive,17402,2009-05-21T02:31:01Z,Relational,17402,apache_hive_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_hive_2023.csv,activity_threshold_and_frozen_evidence_available
911980,tarantool/tarantool,tarantool/tarantool,16770,2010-09-15T07:59:26Z,"Key-value,Document",16770,tarantool_tarantool_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tarantool_tarantool_2023.csv,activity_threshold_and_frozen_evidence_available
11225014,etcd-io/etcd,etcd-io/etcd,16581,2013-07-06T21:57:21Z,Key-value,16581,etcd-io_etcd_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/etcd-io_etcd_2023.csv,activity_threshold_and_frozen_evidence_available
2649214,arangodb/arangodb,arangodb/arangodb,16470,2011-10-26T06:42:00Z,"Key-value,Document,Graph",16470,arangodb_arangodb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/arangodb_arangodb_2023.csv,activity_threshold_and_frozen_evidence_available
114619105,apache/kyuubi,apache/kyuubi,16360,2017-12-18T09:05:10Z,Relational,16360,apache_kyuubi_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_kyuubi_2023.csv,activity_threshold_and_frozen_evidence_available
60377070,vespa-engine/vespa,vespa-engine/vespa,16041,2016-06-03T20:54:20Z,"Document,Search Engine",16041,vespa-engine_vespa_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/vespa-engine_vespa_2023.csv,activity_threshold_and_frozen_evidence_available
542714,ravendb/ravendb,ravendb/ravendb,15125,2010-03-02T11:05:30Z,"Key-value,Document",15125,ravendb_ravendb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/ravendb_ravendb_2023.csv,activity_threshold_and_frozen_evidence_available
158975124,apache/iotdb,apache/iotdb,14712,2018-11-24T21:29:17Z,"Hierarchical,Time Series",14712,apache_iotdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_iotdb_2023.csv,activity_threshold_and_frozen_evidence_available
206424,apache/cassandra,apache/cassandra,14020,2009-05-21T02:10:09Z,"Wide column,Key-value",14020,apache_cassandra_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_cassandra_2023.csv,activity_threshold_and_frozen_evidence_available
156018,redis/redis,redis/redis,13796,2009-03-21T22:32:25Z,Key-value,13796,redis_redis_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/redis_redis_2023.csv,activity_threshold_and_frozen_evidence_available
196353673,taosdata/TDengine,taosdata/TDengine,13449,2019-07-11T08:33:48Z,"Relational,Time Series",13449,taosdata_TDengine_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/taosdata_TDengine_2023.csv,activity_threshold_and_frozen_evidence_available
84240850,timescale/timescaledb,timescale/timescaledb,12176,2017-03-07T20:03:41Z,Time Series,12176,timescale_timescaledb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/timescale_timescaledb_2023.csv,activity_threshold_and_frozen_evidence_available
9342529,crate/crate,crate/crate,12002,2013-04-10T09:17:16Z,Document,12002,crate_crate_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/crate_crate_2023.csv,activity_threshold_and_frozen_evidence_available
150954997,VictoriaMetrics/VictoriaMetrics,VictoriaMetrics/VictoriaMetrics,11965,2018-09-30T09:58:01Z,"Wide column,Time Series",11965,VictoriaMetrics_VictoriaMetrics_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/VictoriaMetrics_VictoriaMetrics_2023.csv,activity_threshold_and_frozen_evidence_available
268163609,qdrant/qdrant,qdrant/qdrant,11528,2020-05-30T21:37:01Z,Vector,11528,qdrant_qdrant_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/qdrant_qdrant_2023.csv,activity_threshold_and_frozen_evidence_available
6934395,facebook/rocksdb,facebook/rocksdb,10916,2012-11-30T06:16:18Z,Key-value,10916,facebook_rocksdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/facebook_rocksdb_2023.csv,activity_threshold_and_frozen_evidence_available
20089857,apache/hbase,apache/hbase,10551,2014-05-23T07:00:07Z,Wide column,10551,apache_hbase_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_hbase_2023.csv,activity_threshold_and_frozen_evidence_available
546206616,chroma-core/chroma,chroma-core/chroma,10539,2022-10-05T17:58:44Z,"Document,Vector",10539,chroma-core_chroma_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/chroma-core_chroma_2023.csv,activity_threshold_and_frozen_evidence_available
341631350,apache/lucene,apache/lucene,10488,2021-02-23T17:16:56Z,Document,10488,apache_lucene_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_lucene_2023.csv,activity_threshold_and_frozen_evidence_available
6838921,prometheus/prometheus,prometheus/prometheus,10481,2012-11-24T11:14:12Z,"Key-value,Time Series",10481,prometheus_prometheus_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/prometheus_prometheus_2023.csv,activity_threshold_and_frozen_evidence_available
19257422,questdb/questdb,questdb/questdb,9808,2014-04-28T23:29:15Z,"Relational,Time Series",9808,questdb_questdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/questdb_questdb_2023.csv,activity_threshold_and_frozen_evidence_available
2524488,apache/accumulo,apache/accumulo,9738,2011-10-06T07:00:09Z,Wide column,9738,apache_accumulo_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_accumulo_2023.csv,activity_threshold_and_frozen_evidence_available
198683574,dolthub/dolt,dolthub/dolt,9686,2019-07-24T17:46:25Z,Relational,9686,dolthub_dolt_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/dolthub_dolt_2023.csv,activity_threshold_and_frozen_evidence_available
298763623,kuzudb/kuzu,kuzudb/kuzu,8762,2020-09-26T07:43:06Z,Graph,8762,kuzudb_kuzu_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/kuzudb_kuzu_2023.csv,activity_threshold_and_frozen_evidence_available
50874442,citusdata/citus,citusdata/citus,8747,2016-02-01T21:58:39Z,Relational,8747,citusdata_citus_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/citusdata_citus_2023.csv,activity_threshold_and_frozen_evidence_available
357707809,quickwit-oss/quickwit,quickwit-oss/quickwit,8429,2021-04-13T22:45:40Z,Document,8429,quickwit-oss_quickwit_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/quickwit-oss_quickwit_2023.csv,activity_threshold_and_frozen_evidence_available
1917262,realm/realm-core,realm/realm-core,8244,2011-06-18T21:18:46Z,"Object Oriented,Document",8244,realm_realm-core_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/realm_realm-core_2023.csv,activity_threshold_and_frozen_evidence_available
95817032,edgedb/edgedb,edgedb/edgedb,8131,2017-06-29T20:30:48Z,"Object Oriented,Relational",8131,edgedb_edgedb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/edgedb_edgedb_2023.csv,activity_threshold_and_frozen_evidence_available
52080367,CUBRID/cubrid,CUBRID/cubrid,7736,2016-02-19T10:25:32Z,"Object Oriented,Relational",7736,CUBRID_cubrid_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/CUBRID_cubrid_2023.csv,activity_threshold_and_frozen_evidence_available
1050944,infinispan/infinispan,infinispan/infinispan,7337,2010-11-04T12:33:19Z,Key-value,7337,infinispan_infinispan_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/infinispan_infinispan_2023.csv,activity_threshold_and_frozen_evidence_available
478288303,nuclia/nucliadb,nuclia/nucliadb,7256,2022-04-05T20:21:54Z,Vector,7256,nuclia_nucliadb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/nuclia_nucliadb_2023.csv,activity_threshold_and_frozen_evidence_available
195619075,vdaas/vald,vdaas/vald,7085,2019-07-07T06:42:22Z,Vector,7085,vdaas_vald_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/vdaas_vald_2023.csv,activity_threshold_and_frozen_evidence_available
182849188,delta-io/delta,delta-io/delta,6713,2019-04-22T18:56:51Z,Wide column,6713,delta-io_delta_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/delta-io_delta_2023.csv,activity_threshold_and_frozen_evidence_available
86868560,TileDB-Inc/TileDB,TileDB-Inc/TileDB,6393,2017-03-31T23:44:23Z,Array,6393,TileDB-Inc_TileDB_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/TileDB-Inc_TileDB_2023.csv,activity_threshold_and_frozen_evidence_available
496817075,GlareDB/glaredb,GlareDB/glaredb,5905,2022-05-27T00:52:47Z,Relational,5905,GlareDB_glaredb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/GlareDB_glaredb_2023.csv,activity_threshold_and_frozen_evidence_available
130688011,meilisearch/meilisearch,meilisearch/meilisearch,5552,2018-04-23T11:45:28Z,"Document,Search Engine",5552,meilisearch_meilisearch_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/meilisearch_meilisearch_2023.csv,activity_threshold_and_frozen_evidence_available
276293034,apache/age,apache/age,5007,2020-07-01T06:15:47Z,Graph,5007,apache_age_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_age_2023.csv,activity_threshold_and_frozen_evidence_available
19816070,MariaDB/server,MariaDB/server,4735,2014-05-15T10:58:50Z,Relational,4735,MariaDB_server_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/MariaDB_server_2023.csv,activity_threshold_and_frozen_evidence_available
31006158,apache/ignite,apache/ignite,4719,2015-02-19T08:00:05Z,Key-value,4719,apache_ignite_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_ignite_2023.csv,activity_threshold_and_frozen_evidence_available
41349039,dgraph-io/dgraph,dgraph-io/dgraph,4548,2015-08-25T07:15:56Z,Graph,4548,dgraph-io_dgraph_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/dgraph-io_dgraph_2023.csv,activity_threshold_and_frozen_evidence_available
346976717,4paradigm/OpenMLDB,4paradigm/OpenMLDB,4264,2021-03-12T07:18:31Z,"Relational,Time Series",4264,4paradigm_OpenMLDB_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/4paradigm_OpenMLDB_2023.csv,activity_threshold_and_frozen_evidence_available
206417,apache/couchdb,apache/couchdb,4227,2009-05-21T02:03:38Z,Document,4227,apache_couchdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_couchdb_2023.csv,activity_threshold_and_frozen_evidence_available
201403923,activeloopai/deeplake,activeloopai/deeplake,4195,2019-08-09T06:17:59Z,Vector,4195,activeloopai_deeplake_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/activeloopai_deeplake_2023.csv,activity_threshold_and_frozen_evidence_available
396856161,authzed/spicedb,authzed/spicedb,4050,2021-08-16T15:32:09Z,Object Oriented,4050,authzed_spicedb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/authzed_spicedb_2023.csv,activity_threshold_and_frozen_evidence_available
581145740,ByConity/ByConity,ByConity/ByConity,3888,2022-12-22T11:50:32Z,Relational,3888,ByConity_ByConity_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/ByConity_ByConity_2023.csv,activity_threshold_and_frozen_evidence_available
11695619,eXist-db/exist,eXist-db/exist,3882,2013-07-26T21:53:48Z,"Document,Native XML",3882,eXist-db_exist_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/eXist-db_exist_2023.csv,activity_threshold_and_frozen_evidence_available
420965027,cnosdb/cnosdb,cnosdb/cnosdb,3881,2021-10-25T09:47:14Z,"Relational,Time Series",3881,cnosdb_cnosdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/cnosdb_cnosdb_2023.csv,activity_threshold_and_frozen_evidence_available
49412556,quickwit-oss/tantivy,quickwit-oss/tantivy,3755,2016-01-11T08:32:16Z,Document,3755,quickwit-oss_tantivy_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/quickwit-oss_tantivy_2023.csv,activity_threshold_and_frozen_evidence_available
449924556,tigrisdata/tigris,tigrisdata/tigris,3750,2022-01-20T02:16:49Z,Document,3750,tigrisdata_tigris_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/tigrisdata_tigris_2023.csv,activity_threshold_and_frozen_evidence_available
54005538,FirebirdSQL/firebird,FirebirdSQL/firebird,3460,2016-03-16T06:10:37Z,Relational,3460,FirebirdSQL_firebird_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/FirebirdSQL_firebird_2023.csv,activity_threshold_and_frozen_evidence_available
372536760,oceanbase/oceanbase,oceanbase/oceanbase,3411,2021-05-31T14:36:17Z,Relational,3411,oceanbase_oceanbase_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/oceanbase_oceanbase_2023.csv,activity_threshold_and_frozen_evidence_available
5844474,EventStore/EventStore,EventStore/EventStore,3401,2012-09-17T17:22:49Z,Event,3401,EventStore_EventStore_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/EventStore_EventStore_2023.csv,activity_threshold_and_frozen_evidence_available
520096046,marqo-ai/marqo,marqo-ai/marqo,3230,2022-08-01T12:12:51Z,"Document,Vector,Search Engine",3230,marqo-ai_marqo_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/marqo-ai_marqo_2023.csv,activity_threshold_and_frozen_evidence_available
146459443,vesoft-inc/nebula,vesoft-inc/nebula,3115,2018-08-28T14:25:09Z,Graph,3115,vesoft-inc_nebula_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/vesoft-inc_nebula_2023.csv,activity_threshold_and_frozen_evidence_available
30449481,apache/tinkerpop,apache/tinkerpop,3111,2015-02-07T08:00:05Z,Graph,3111,apache_tinkerpop_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_tinkerpop_2023.csv,activity_threshold_and_frozen_evidence_available
462329984,speedb-io/speedb,speedb-io/speedb,3104,2022-02-22T14:18:31Z,Key-value,3104,speedb-io_speedb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/speedb-io_speedb_2023.csv,activity_threshold_and_frozen_evidence_available
75425073,pubkey/rxdb,pubkey/rxdb,3055,2016-12-02T19:34:42Z,Document,3055,pubkey_rxdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/pubkey_rxdb_2023.csv,activity_threshold_and_frozen_evidence_available
141376301,apache/incubator-hugegraph,apache/incubator-hugegraph,3043,2018-07-18T03:30:20Z,Graph,3043,apache_incubator-hugegraph_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_incubator-hugegraph_2023.csv,activity_threshold_and_frozen_evidence_available
91593042,bloomberg/comdb2,bloomberg/comdb2,3020,2017-05-17T15:39:23Z,Relational,3020,bloomberg_comdb2_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/bloomberg_comdb2_2023.csv,activity_threshold_and_frozen_evidence_available
94593596,etcd-io/bbolt,etcd-io/bbolt,2992,2017-06-17T01:42:09Z,Key-value,2992,etcd-io_bbolt_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/etcd-io_bbolt_2023.csv,activity_threshold_and_frozen_evidence_available
95614931,manticoresoftware/manticoresearch,manticoresoftware/manticoresearch,2952,2017-06-28T01:15:30Z,"Relational,Search Engine",2952,manticoresoftware_manticoresearch_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/manticoresoftware_manticoresearch_2023.csv,activity_threshold_and_frozen_evidence_available
607441698,lancedb/lancedb,lancedb/lancedb,2919,2023-02-28T01:15:17Z,Document,2919,lancedb_lancedb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/lancedb_lancedb_2023.csv,activity_threshold_and_frozen_evidence_available
77385607,JanusGraph/janusgraph,JanusGraph/janusgraph,2917,2016-12-26T13:26:29Z,Graph,2917,JanusGraph_janusgraph_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/JanusGraph_janusgraph_2023.csv,activity_threshold_and_frozen_evidence_available
20473418,apache/phoenix,apache/phoenix,2835,2014-06-04T07:00:08Z,Relational,2835,apache_phoenix_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_phoenix_2023.csv,activity_threshold_and_frozen_evidence_available
220186120,codenotary/immudb,codenotary/immudb,2807,2019-11-07T08:22:16Z,Key-value,2807,codenotary_immudb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/codenotary_immudb_2023.csv,activity_threshold_and_frozen_evidence_available
510607652,pocketbase/pocketbase,pocketbase/pocketbase,2785,2022-07-05T06:06:21Z,Relational,2785,pocketbase_pocketbase_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/pocketbase_pocketbase_2023.csv,activity_threshold_and_frozen_evidence_available
148087762,georgia-tech-db/eva,georgia-tech-db/eva,2673,2018-09-10T02:26:03Z,Relational,2673,georgia-tech-db_eva_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/georgia-tech-db_eva_2023.csv,activity_threshold_and_frozen_evidence_available
396867188,ArcadeData/arcadedb,ArcadeData/arcadedb,2632,2021-08-16T16:01:29Z,"Key-value,Document,Graph,Time Series",2632,ArcadeData_arcadedb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/ArcadeData_arcadedb_2023.csv,activity_threshold_and_frozen_evidence_available
456549280,ydb-platform/ydb,ydb-platform/ydb,2601,2022-02-07T14:52:36Z,"Relational,Document",2601,ydb-platform_ydb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/ydb-platform_ydb_2023.csv,activity_threshold_and_frozen_evidence_available
34533675,apache/sedona,apache/sedona,2488,2015-04-24T18:01:29Z,Spatial,2488,apache_sedona_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/apache_sedona_2023.csv,activity_threshold_and_frozen_evidence_available
79317191,typesense/typesense,typesense/typesense,2471,2017-01-18T08:01:47Z,Search Engine,2471,typesense_typesense_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/typesense_typesense_2023.csv,activity_threshold_and_frozen_evidence_available
125824259,xtdb/xtdb,xtdb/xtdb,2462,2018-03-19T08:19:27Z,Document,2462,xtdb_xtdb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/xtdb_xtdb_2023.csv,activity_threshold_and_frozen_evidence_available
87414843,hyrise/hyrise,hyrise/hyrise,2443,2017-04-06T10:03:31Z,Relational,2443,hyrise_hyrise_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/hyrise_hyrise_2023.csv,activity_threshold_and_frozen_evidence_available
678214856,timeplus-io/proton,timeplus-io/proton,2302,2023-08-14T03:11:43Z,Relational,2302,timeplus-io_proton_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/timeplus-io_proton_2023.csv,activity_threshold_and_frozen_evidence_available
644742603,cloudberrydb/cloudberrydb,cloudberrydb/cloudberrydb,2301,2023-05-24T06:58:16Z,"Object Oriented,Relational",2301,cloudberrydb_cloudberrydb_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/cloudberrydb_cloudberrydb_2023.csv,activity_threshold_and_frozen_evidence_available
47973088,gchq/Gaffer,gchq/Gaffer,2271,2015-12-14T12:12:39Z,Graph,2271,gchq_Gaffer_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/gchq_Gaffer_2023.csv,activity_threshold_and_frozen_evidence_available
305513242,fluree/db,fluree/db,2240,2020-10-19T21:06:38Z,"Graph,Relational,Document,RDF",2240,fluree_db_2023.csv,True,data/github_osdb_data/repos_GH_CoRE_ref_node_agg_v2_identity_corrected/fluree_db_2023.csv,activity_threshold_and_frozen_evidence_available
