project_id,node_role,edge_observed,zero_edge_seed
13124802,seed_project,True,False
131339601,expanded_target_project,True,False
131347954,expanded_target_project,True,False
131364545,expanded_target_project,True,False
131389850,expanded_target_project,True,False
131403312,expanded_target_project,True,False
13150250,expanded_target_project,True,False
131584258,expanded_target_project,True,False
131738270,expanded_target_project,True,False
131763823,seed_project,True,False
13191344,expanded_target_project,True,False
132057885,expanded_target_project,True,False
132145189,expanded_target_project,True,False
13222351,expanded_target_project,True,False
132232698,expanded_target_project,True,False
132313422,expanded_target_project,True,False
13238459,expanded_target_project,True,False
132518310,expanded_target_project,True,False
1325587,expanded_target_project,True,False
13258039,expanded_target_project,True,False
13273703,expanded_target_project,True,False
132776693,expanded_target_project,True,False
133067498,expanded_target_project,True,False
133092972,expanded_target_project,True,False
13310527,expanded_target_project,True,False
133134007,expanded_target_project,True,False
133238084,expanded_target_project,True,False
133275023,expanded_target_project,True,False
133411492,expanded_target_project,True,False
133431470,expanded_target_project,True,False
133442384,expanded_target_project,True,False
1334607,expanded_target_project,True,False
133491254,expanded_target_project,True,False
13379995,expanded_target_project,True,False
134018330,expanded_target_project,True,False
13404515,expanded_target_project,True,False
1341324,expanded_target_project,True,False
134262408,expanded_target_project,True,False
134603838,expanded_target_project,True,False
134683798,expanded_target_project,True,False
134862372,expanded_target_project,True,False
135060366,expanded_target_project,True,False
135175513,expanded_target_project,True,False
135201145,expanded_target_project,True,False
13524719,expanded_target_project,True,False
135356868,expanded_target_project,True,False
13539049,expanded_target_project,True,False
135618791,expanded_target_project,True,False
1357199,expanded_target_project,True,False
1357796,expanded_target_project,True,False
135798749,expanded_target_project,True,False
135900664,expanded_target_project,True,False
136060027,expanded_target_project,True,False
1361792,expanded_target_project,True,False
136202695,expanded_target_project,True,False
13624859,expanded_target_project,True,False
1362490,expanded_target_project,True,False
1362764,expanded_target_project,True,False
13628513,expanded_target_project,True,False
136494223,expanded_target_project,True,False
136510559,expanded_target_project,True,False
13655592,expanded_target_project,True,False
13655949,expanded_target_project,True,False
1367055,expanded_target_project,True,False
13674972,expanded_target_project,True,False
136806005,expanded_target_project,True,False
1368195,expanded_target_project,True,False
136926865,expanded_target_project,True,False
137101956,expanded_target_project,True,False
137137466,expanded_target_project,True,False
137247827,expanded_target_project,True,False
137255598,expanded_target_project,True,False
1372698,expanded_target_project,True,False
137362393,expanded_target_project,True,False
1374129,seed_project,True,False
137430744,expanded_target_project,True,False
137444487,expanded_target_project,True,False
13745124,expanded_target_project,True,False
137451403,expanded_target_project,True,False
137724480,expanded_target_project,True,False
137814779,expanded_target_project,True,False
137855319,expanded_target_project,True,False
137869753,seed_project,True,False
13793886,expanded_target_project,True,False
138105554,expanded_target_project,True,False
138290517,expanded_target_project,True,False
138411034,seed_project,True,False
13855476,expanded_target_project,True,False
138596205,expanded_target_project,True,False
138597372,expanded_target_project,True,False
13868694,expanded_target_project,True,False
138707242,expanded_target_project,True,False
138717670,expanded_target_project,True,False
138754790,seed_project,True,False
1388495,expanded_target_project,True,False
138867419,expanded_target_project,True,False
139076329,expanded_target_project,True,False
139201883,expanded_target_project,True,False
139314347,expanded_target_project,True,False
139405400,expanded_target_project,True,False
139499718,expanded_target_project,True,False
139543029,expanded_target_project,True,False
139545213,expanded_target_project,True,False
1397974,expanded_target_project,True,False
139914932,expanded_target_project,True,False
139969620,expanded_target_project,True,False
13998001,expanded_target_project,True,False
140029949,expanded_target_project,True,False
14003349,expanded_target_project,True,False
140034345,expanded_target_project,True,False
140053781,expanded_target_project,True,False
14008364,expanded_target_project,True,False
1402936,expanded_target_project,True,False
140325970,expanded_target_project,True,False
140482476,expanded_target_project,True,False
140609832,expanded_target_project,True,False
140656334,expanded_target_project,True,False
14076122,expanded_target_project,True,False
14115755,expanded_target_project,True,False
14125254,expanded_target_project,True,False
14128006,expanded_target_project,True,False
141339868,expanded_target_project,True,False
141345580,expanded_target_project,True,False
14135470,expanded_target_project,True,False
141376301,seed_project,True,False
14143026,expanded_target_project,True,False
141451032,expanded_target_project,True,False
141621344,expanded_target_project,True,False
14173176,expanded_target_project,True,False
141846986,expanded_target_project,True,False
141877580,expanded_target_project,True,False
142017296,expanded_target_project,True,False
14210523,expanded_target_project,True,False
14212940,expanded_target_project,True,False
142161875,expanded_target_project,True,False
142369435,expanded_target_project,True,False
14243858,expanded_target_project,True,False
142473200,expanded_target_project,True,False
1425437,expanded_target_project,True,False
142720484,expanded_target_project,True,False
14281190,expanded_target_project,True,False
142890794,expanded_target_project,True,False
143040428,expanded_target_project,True,False
14313288,expanded_target_project,True,False
143220272,expanded_target_project,True,False
143253020,seed_project,True,False
143262333,expanded_target_project,True,False
143321848,expanded_target_project,True,False
143328315,expanded_target_project,True,False
143344440,expanded_target_project,True,False
143379187,expanded_target_project,True,False
143436277,seed_project,True,False
14367737,expanded_target_project,True,False
143839054,expanded_target_project,True,False
143840299,expanded_target_project,True,False
143841882,expanded_target_project,True,False
143867478,expanded_target_project,True,False
14389056,expanded_target_project,True,False
14401179,expanded_target_project,True,False
144025618,expanded_target_project,True,False
144073539,expanded_target_project,True,False
144092408,expanded_target_project,True,False
144108814,expanded_target_project,True,False
144403787,expanded_target_project,True,False
144419645,expanded_target_project,True,False
14447732,expanded_target_project,True,False
144573225,expanded_target_project,True,False
1446467,expanded_target_project,True,False
144708327,expanded_target_project,True,False
144749268,expanded_target_project,True,False
144751911,expanded_target_project,True,False
144752087,expanded_target_project,True,False
144952955,expanded_target_project,True,False
144987904,expanded_target_project,True,False
144999365,expanded_target_project,True,False
1450115,expanded_target_project,True,False
145036770,expanded_target_project,True,False
145076038,expanded_target_project,True,False
14509169,expanded_target_project,True,False
1451352,expanded_target_project,True,False
145156191,expanded_target_project,True,False
145263040,expanded_target_project,True,False
145303551,expanded_target_project,True,False
14532176,expanded_target_project,True,False
145434487,expanded_target_project,True,False
145749701,expanded_target_project,True,False
145880460,expanded_target_project,True,False
1458923,expanded_target_project,True,False
145900295,expanded_target_project,True,False
14594941,expanded_target_project,True,False
145976381,expanded_target_project,True,False
1460385,expanded_target_project,True,False
146116598,expanded_target_project,True,False
14624255,expanded_target_project,True,False
14627445,expanded_target_project,True,False
146285756,expanded_target_project,True,False
146285827,expanded_target_project,True,False
146313205,expanded_target_project,True,False
146327667,expanded_target_project,True,False
146459443,seed_project,True,False
146468829,expanded_target_project,True,False
146510094,expanded_target_project,True,False
146575135,expanded_target_project,True,False
146678664,expanded_target_project,True,False
146722095,expanded_target_project,True,False
1468280,expanded_target_project,True,False
146879533,expanded_target_project,True,False
14696091,expanded_target_project,True,False
147069330,expanded_target_project,True,False
147069989,expanded_target_project,True,False
147195610,expanded_target_project,True,False
147213800,expanded_target_project,True,False
147342506,expanded_target_project,True,False
147511063,expanded_target_project,True,False
147566119,expanded_target_project,True,False
147740437,expanded_target_project,True,False
147767244,expanded_target_project,True,False
147809547,expanded_target_project,True,False
147850769,expanded_target_project,True,False
147880351,seed_project,True,False
147963112,expanded_target_project,True,False
148087762,seed_project,True,False
14812631,expanded_target_project,True,False
14812739,expanded_target_project,True,False
148137989,expanded_target_project,True,False
148253885,expanded_target_project,True,False
14829536,expanded_target_project,True,False
1483979,expanded_target_project,True,False
148464499,expanded_target_project,True,False
148546580,expanded_target_project,True,False
148666822,expanded_target_project,True,False
148698815,expanded_target_project,True,False
148723815,expanded_target_project,True,False
149026292,expanded_target_project,True,False
14904540,expanded_target_project,True,False
149121954,expanded_target_project,True,False
149199408,expanded_target_project,True,False
1493089,expanded_target_project,True,False
14934771,expanded_target_project,True,False
149355527,expanded_target_project,True,False
149638165,expanded_target_project,True,False
149782046,expanded_target_project,True,False
149824037,expanded_target_project,True,False
15001136,seed_project,True,False
150013328,seed_project,True,False
150110305,expanded_target_project,True,False
150154628,expanded_target_project,True,False
150225803,expanded_target_project,True,False
150307921,expanded_target_project,True,False
150444746,expanded_target_project,True,False
15045751,expanded_target_project,True,False
150468186,expanded_target_project,True,False
15056182,expanded_target_project,True,False
15062869,expanded_target_project,True,False
150954997,seed_project,True,False
150988662,expanded_target_project,True,False
151068206,expanded_target_project,True,False
15111821,expanded_target_project,True,False
151122650,expanded_target_project,True,False
15122806,expanded_target_project,True,False
151231787,expanded_target_project,True,False
151233646,expanded_target_project,True,False
1512899,expanded_target_project,True,False
151298737,expanded_target_project,True,False
151455245,expanded_target_project,True,False
151619717,expanded_target_project,True,False
151717145,expanded_target_project,True,False
151740965,expanded_target_project,True,False
151760169,expanded_target_project,True,False
15176189,expanded_target_project,True,False
151832185,expanded_target_project,True,False
151846403,expanded_target_project,True,False
151898169,expanded_target_project,True,False
152034043,expanded_target_project,True,False
15208514,expanded_target_project,True,False
15213446,expanded_target_project,True,False
1523106,expanded_target_project,True,False
152424770,expanded_target_project,True,False
153180924,expanded_target_project,True,False
153279483,expanded_target_project,True,False
153315627,expanded_target_project,True,False
15345331,expanded_target_project,True,False
153460371,expanded_target_project,True,False
15357351,expanded_target_project,True,False
153694833,expanded_target_project,True,False
1538047,expanded_target_project,True,False
153882884,expanded_target_project,True,False
15389347,expanded_target_project,True,False
153996559,expanded_target_project,True,False
1539978,expanded_target_project,True,False
154318300,expanded_target_project,True,False
15437182,expanded_target_project,True,False
154422394,expanded_target_project,True,False
15450627,expanded_target_project,True,False
15452919,expanded_target_project,True,False
154606109,expanded_target_project,True,False
154743215,expanded_target_project,True,False
154744163,expanded_target_project,True,False
154832451,expanded_target_project,True,False
154962060,expanded_target_project,True,False
15500883,expanded_target_project,True,False
15502383,expanded_target_project,True,False
15510677,expanded_target_project,True,False
155119796,expanded_target_project,True,False
155136567,expanded_target_project,True,False
155220641,expanded_target_project,True,False
155240458,expanded_target_project,True,False
155243481,expanded_target_project,True,False
155286170,expanded_target_project,True,False
155368246,expanded_target_project,True,False
155379486,expanded_target_project,True,False
155609504,expanded_target_project,True,False
